[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];
5.317536;1.52719;0.60550845;44.78896;1.1984521;31.654655;30.651516;3.232395;30.840319;44.47231;4.95754;9.695773;19.143671;2.484118;0
11.537111;2.5820694;3.2119546;19.632687;2.37191;35.51282;13.055035;2.9192486;24.993307;17.993809;4.3403764;2.5630825;31.821377;4.5758166;0
2.2125278;2.4848788;3.9823956;43.35215;2.0549438;6.861498;3.431445;3.9280715;8.05308;43.31939;2.1297216;2.784927;33.254642;9.882685;0
16.724993;3.044162;1.4006515;2.546712;3.6018088;11.136111;27.224749;3.8856342;27.94529;24.362293;4.8427935;28.674902;33.889534;3.3449912;0
13.001623;2.2434785;3.652882;18.014284;3.098212;39.649426;26.170176;4.3642545;18.32795;10.29361;1.7232023;12.283668;34.49632;1.9987618;0
15.403667;4.605419;0.93248636;42.898354;4.4133844;46.549675;33.026978;3.4966595;10.259391;49.832516;1.7659568;13.636525;21.450739;3.6670003;0
7.7359934;4.2156773;1.4952763;45.16417;4.2883763;24.347948;11.433508;1.8437843;44.1187;47.455772;2.5806675;1.742378;31.609375;8.522866;0
19.443262;4.4076557;1.6279279;38.064777;1.2819772;39.808243;9.802525;2.6709347;23.56806;7.116044;3.9199212;36.56925;45.430595;9.959978;0
17.969301;3.184631;4.9825315;33.823425;0.18642977;16.650606;48.917877;2.50394;4.908046;23.35359;1.0416237;42.337776;4.3376784;6.608119;0
15.789287;3.2115388;1.1514043;40.95974;4.2869067;35.45846;6.5707364;0.6285476;15.804796;49.323605;3.7380862;36.942726;39.37636;9.906516;0
4.6981354;3.0850735;0.73311657;35.670353;1.7126923;28.303802;49.97102;4.0775414;9.893739;27.874086;0.1132307;7.677901;7.309712;2.6024115;0
9.867699;2.2309325;4.635888;13.456827;1.8008375;42.317333;36.278862;4.5729837;47.023014;25.35732;1.3861507;47.904125;23.813667;6.6621714;0
1.8322716;1.6783195;0.8934604;23.845608;0.8761345;39.019154;31.83679;4.9236035;12.910037;10.572572;4.8748965;48.14453;9.039792;6.333079;0
3.9315004;3.0008142;4.4084716;33.374546;3.4957356;14.922658;17.649391;1.3150415;25.813438;21.556602;3.3166845;13.69741;39.338593;2.1834595;0
13.97793;0.225106;3.2872374;29.802336;1.4725337;8.323306;43.52235;0.56863695;37.5306;25.411509;2.3665466;49.170403;2.8210385;6.543049;0
15.150481;0.13653651;2.9266214;44.36978;0.9660412;40.57518;45.593018;0.6441051;8.767033;35.988464;3.6856387;22.76541;35.355816;5.827564;0
19.382685;4.273045;3.7815597;24.218388;2.5666146;2.606836;36.372314;4.041055;22.436892;23.051664;2.2327557;3.0423124;20.674;7.806907;0
7.190682;0.3274778;3.657395;9.721381;3.7770379;34.272903;35.784542;3.1955342;33.010788;32.114445;0.62277377;29.194782;13.987509;8.474478;0
8.038734;2.6714962;0.6415783;11.51452;1.4210331;24.319798;25.164577;3.8049886;44.215733;5.9743004;2.53809;26.808584;48.06259;3.0165863;0
9.92156;3.11344;4.997384;42.45677;3.6379912;4.689666;4.8139086;4.5354624;33.051056;38.425472;4.7814693;43.05644;15.311028;1.9901086;0
4.599956;1.0710391;4.7152596;1.4273268;2.363678;34.7395;49.952423;1.2087194;4.9241085;1.1604979;1.4357488;18.427982;11.37347;9.319307;0
3.4685087;4.489081;4.4933004;43.587387;2.0784864;24.66083;1.7622137;1.8840181;16.756512;32.465603;0.359087;38.565056;22.141758;7.6659527;0
10.038394;1.0314692;3.1492167;3.7238162;1.8616523;43.144966;25.274473;3.9826183;18.195679;41.48937;3.7325976;39.549534;15.81;4.261266;0
5.311278;4.4341235;2.6616776;20.191265;0.81334674;11.222964;18.989582;1.3710203;20.025398;38.572853;2.3265836;2.7125702;36.662636;5.8300333;0
13.726466;3.8386524;2.727765;40.208633;1.7299055;1.112679;39.030487;2.5796;47.13931;8.2185545;1.740054;33.983997;2.4778013;8.401566;0
9.305886;1.2796404;0.17319103;20.973154;4.4083323;7.393854;37.053238;2.2729082;2.7494643;42.368126;2.4889414;24.494135;34.91086;2.4640527;0
16.820887;0.8386464;2.5474005;41.295063;0.60061795;14.210892;31.774435;3.0169952;15.806507;4.880595;4.6569977;10.918962;21.683397;1.0117247;0
14.305037;1.6495403;3.1564708;5.914643;4.79567;32.959972;4.6621885;4.942194;25.13034;4.251497;1.3262213;21.427834;39.41285;5.9177084;0
6.934966;2.0499578;3.3276603;26.065569;0.626733;18.769518;12.605623;0.60820353;5.233405;41.307724;1.082548;43.003685;17.360958;1.8385936;0
16.812937;1.3043449;1.7274834;29.541227;1.873955;6.794099;5.613763;2.4747477;24.69336;9.9435;2.7161663;34.79886;1.8885776;9.659591;0
16.290524;4.994569;2.4092834;44.65256;3.0709002;49.0971;48.96984;4.7990355;6.249317;22.90589;2.370211;31.732624;38.400604;2.8336887;0
8.362089;1.2252965;3.217922;5.587449;4.205423;6.303145;7.261362;1.8045967;42.051327;46.895027;0.8340083;4.9941735;7.4943814;7.625856;0
6.478234;4.1701107;2.198697;17.591434;0.8035558;18.400896;48.392445;3.728927;14.234136;11.239222;2.945221;33.6669;24.411032;7.3996854;0
13.967415;0.87967694;4.8144627;33.308056;0.7914009;43.95361;6.5228963;4.653425;26.627548;39.248604;2.9150028;38.16773;41.816784;2.4966226;0
3.6552973;4.9031987;3.5566664;49.016575;3.1790528;32.978153;43.249287;1.2789763;31.297575;29.63755;3.066611;47.54925;46.324757;1.2289509;0
4.798256;1.2050649;0.10624136;42.56544;1.5344585;16.670097;29.15688;0.49876323;15.980556;20.879093;2.126422;40.104095;13.05442;3.0720704;0
1.1398832;2.1662738;0.21406946;42.478256;3.2580602;48.546993;41.75456;0.47089583;18.21442;23.502306;1.5212388;4.9171968;42.07011;5.8687434;0
15.951563;2.836964;3.482471;26.341944;4.1208577;25.55383;32.067665;0.45766875;26.015287;21.105219;1.7088095;47.232914;39.029305;2.1373076;0
13.632166;0.6894;2.1219609;28.650658;0.4766655;1.3973849;38.67302;1.8175522;40.4663;41.53785;4.18835;39.80437;46.254734;9.460657;0
14.398142;4.1024184;4.2134075;43.070423;4.2380214;1.3020035;36.80977;0.7184517;23.181902;40.885292;3.1629744;1.1635869;40.94248;8.044649;0
15.833852;1.4459591;0.9477755;43.611652;0.28416824;47.10946;13.749162;2.0846267;25.0539;19.297567;2.0503159;35.921566;5.3852634;3.018117;0
9.719399;2.7914226;0.16775188;40.311455;4.504248;14.777851;46.817368;3.7952251;30.197382;35.165184;3.1050081;15.894548;47.274815;2.0174847;0
11.806083;2.7932057;2.0016036;41.109993;4.880529;40.791183;32.53866;1.5613084;21.835361;27.061487;1.8131082;30.646557;2.2105556;1.6081203;0
3.656143;3.0529392;3.7067142;44.101864;3.3705306;3.1344411;10.902122;2.4491491;36.57784;37.662712;4.326975;14.856565;17.834248;8.376974;0
3.1760714;0.37188134;4.861466;6.5753145;4.922851;8.198938;15.996059;0.7241071;1.2404728;3.4522738;3.665397;36.772163;20.072525;8.939077;0
13.6996565;0.9262319;4.429904;15.33933;4.12776;42.982197;27.1195;3.5216196;24.667967;17.46568;0.5946484;10.14963;24.777979;5.7342525;0
9.950828;0.889842;2.4719656;48.829563;0.31739095;49.710476;44.20951;1.6566064;46.227795;17.45451;0.37523305;41.892143;12.52623;6.0815806;0
11.739486;1.5800512;4.0828047;27.694033;0.11867363;3.5442235;40.0409;0.76260626;31.179285;30.243801;0.2637453;4.572163;7.0660734;4.7998157;0
15.534978;0.8100794;0.44461924;9.646729;0.2019126;9.214211;15.800352;4.777886;24.833588;11.174181;0.23491384;2.180565;42.015327;8.186686;0
13.0596485;4.6174145;2.9041345;25.649727;2.3143442;36.422684;34.73583;3.87115;38.829216;27.053;2.534859;7.464407;32.449158;8.862852;0
11.518008;2.6134768;4.629062;32.643425;3.1545749;26.945644;1.0811846;3.2964058;20.257036;49.013115;0.98612493;19.842705;24.269762;3.8261917;0
11.624936;3.1555183;2.042287;41.58288;2.4592118;20.892336;17.299412;3.6426983;23.895035;3.1317906;3.405211;33.17744;38.955566;9.104812;0
6.775052;1.8516921;4.804493;40.79666;3.4179387;10.52891;42.140167;2.1849124;10.562826;25.668747;2.4655354;24.54931;45.842697;3.1753426;0
1.5855389;1.4536061;1.181357;3.4128332;2.303053;47.326332;8.408858;1.5618224;7.0860033;7.7761292;0.55803674;24.309786;11.972402;2.9837134;0
9.29763;2.5655682;0.6176057;23.222725;0.30856264;9.441159;18.316368;2.5499346;2.2506135;29.53766;0.12857601;43.413406;16.82261;8.661711;0
5.077109;1.5421826;2.6713355;2.0078838;1.2082169;13.997229;1.0511225;4.1437645;36.843937;12.8022785;0.27995124;28.404142;46.781784;5.6828465;0
8.762044;1.7838651;4.54551;44.51965;4.9638586;16.890608;2.1335037;4.822584;23.941315;45.22293;2.71335;25.872744;27.658125;1.4711171;0
17.214659;2.3184793;1.6252682;9.521398;1.7947328;7.7905765;8.15493;3.0658784;47.02831;16.581558;2.9743612;21.552094;14.780725;1.917316;0
5.4448504;2.578095;4.0207853;31.61886;1.6913521;27.27542;5.9912896;1.9441622;9.663986;47.957325;1.8297706;48.942284;8.75288;3.593379;0
2.107752;4.9231386;0.9290666;28.9603;0.84868103;17.724928;24.996738;3.6192093;12.955188;1.2026027;0.48661238;12.897661;49.446804;2.6052527;0
6.346294;1.1942806;3.753295;31.650942;4.937004;30.784527;45.100212;3.5156322;32.297573;41.77362;4.6799755;8.622749;27.216171;9.967015;0
6.5782814;2.4910831;2.829432;28.607414;1.2292507;19.025045;5.147444;1.312575;3.6752865;13.8225;2.087997;25.126032;43.25062;7.4562745;0
13.576414;0.8326075;0.9575832;36.063847;3.2694502;6.704753;43.622005;2.2340188;25.66725;10.879501;2.203612;34.21045;32.163834;4.9479976;0
11.583611;1.8149962;3.6186275;31.679388;0.30603254;43.75727;33.739735;0.7566667;7.0554943;44.323135;1.9691424;2.0617254;22.739538;8.262124;0
15.894066;3.6148226;3.597405;5.424712;0.4257144;25.972952;9.275849;2.071164;8.908475;15.914324;0.39139012;42.992622;43.05661;3.6466026;0
13.621957;0.9548645;2.6256325;18.97163;3.6120834;16.770674;15.197088;3.837469;26.092894;29.610043;3.5811927;14.872692;18.468903;1.2614123;0
8.721351;2.9486215;1.2047914;27.78308;3.212324;1.8018728;10.514991;1.6381234;28.88447;37.102196;3.3575697;32.623825;38.655132;4.2858734;0
16.466387;2.141835;0.74824005;16.934673;3.4327958;30.294477;39.675625;3.2018602;11.389703;21.540884;0.9058761;9.491027;23.217386;4.2220826;0
4.1724854;0.35273978;4.7905498;38.256214;1.231755;39.342712;36.52992;1.7054834;14.290692;5.9655604;1.4160533;43.72406;44.972103;2.261261;0
1.4315294;4.6720686;3.3134813;16.576988;4.9259562;32.853;15.916058;0.820808;14.921271;46.194515;2.7799072;18.585703;25.65768;6.674363;0
2.7109094;2.1266553;4.0652833;41.605526;2.8360384;39.598248;3.6623821;3.732799;7.9486814;32.727543;1.9461546;10.161097;16.965033;4.4793377;0
14.724828;3.94124;3.5151556;8.189952;4.850786;8.594306;9.268297;2.98763;48.32032;44.727474;4.989853;1.9674834;36.56147;3.6859818;0
9.775667;2.1399362;4.164421;38.700237;0.9044357;48.613445;31.863941;4.1447425;34.917797;38.618607;2.5327404;16.130486;43.14656;6.4397306;0
4.0641637;4.6930656;0.896205;9.989806;2.0849876;11.355331;5.4282675;3.426875;6.4312496;38.925102;4.422924;19.58124;42.699898;7.5039907;0
10.519851;1.5233046;2.535056;26.87275;1.7448591;14.072201;27.28681;4.1042414;18.500849;29.904242;1.1026026;2.720765;24.441853;9.916252;0
3.89393;2.1199303;3.3689113;16.705694;3.7998672;26.104149;31.033522;0.8592456;9.457537;1.3035012;2.825483;28.212652;22.568378;8.965767;0
14.230087;3.8184347;0.60661054;32.22939;3.7631001;1.2545809;34.69993;3.11146;12.4849205;44.25026;1.6767975;23.280565;8.315371;1.1392604;0
9.476969;1.7839699;0.83478904;11.42428;2.4840646;22.679976;7.1424317;1.9001551;47.034412;41.715286;4.679058;25.16006;2.9229236;2.365909;0
8.239404;1.8853496;3.2065146;39.97508;0.17912522;10.590538;23.525589;3.7578816;7.700895;36.623436;2.8007846;7.540171;46.64451;5.9077024;0
6.7287297;4.9746337;4.3566585;29.10561;0.95850796;37.70189;23.706434;2.9424217;44.110775;44.02981;3.3043356;19.77075;36.536263;5.1697865;0
12.975369;2.8225112;3.3360393;47.906384;0.34630176;38.129917;41.92885;0.36548248;42.249916;10.026196;0.47250184;48.424263;29.262302;8.856429;0
7.8744397;3.4779642;0.2774036;35.876747;4.2503715;31.171007;23.967133;2.7143753;37.439743;14.811081;2.4896672;18.51337;29.58695;8.331275;0
2.6653485;3.252965;4.855121;30.76238;1.5198807;21.662573;20.932993;3.7470276;25.339378;8.698952;2.939418;39.855103;2.143995;5.7592206;0
3.2421122;4.1568284;0.7835838;41.628777;0.6778209;16.201468;7.049562;1.3876631;13.660015;32.684322;1.5229743;7.084141;23.233824;9.541866;0
19.276056;4.322943;1.239555;11.764446;1.8354446;41.545635;35.02875;3.30718;41.718014;22.481203;3.7052567;7.0182533;46.14491;4.2351356;0
18.263033;2.859955;4.87734;32.00438;0.47871765;25.847588;31.369684;4.220536;41.869675;6.029562;2.386242;49.94736;23.639826;6.868628;0
14.2944355;1.5433247;3.8780618;20.12979;4.8964;25.326872;36.130543;0.41932097;26.740484;29.206215;2.850421;32.769787;29.459827;7.264255;0
6.0515294;0.21172121;4.6892257;37.44576;1.6435387;6.5582113;33.15788;2.9323096;3.333056;17.610302;1.8685586;33.57689;19.477957;5.576655;0
19.41435;3.110576;4.0524364;2.199001;4.6720266;11.700769;43.88891;4.4492445;10.455098;25.034885;3.414876;21.87027;6.146689;2.9415936;0
15.7962675;4.1447973;3.293499;21.957893;3.4453707;18.663975;43.98996;0.71945745;3.7480896;13.807712;0.6055403;38.29617;16.85487;2.3944693;0
14.6209135;2.307645;1.4943097;32.93339;2.8739243;35.24379;16.076479;1.4193135;9.812063;8.896288;2.5805144;46.48069;5.169367;2.4539428;0
9.5378685;0.9070601;1.701719;23.571327;2.4299352;42.418278;9.93819;3.1670277;25.912643;23.089907;4.488638;5.018159;29.350397;4.491243;0
6.17259;1.5116022;4.741628;12.660608;3.4681625;49.650154;46.397396;2.967401;42.8545;12.08127;1.2524009;9.447675;49.105953;7.0400825;0
2.8314283;2.5989459;4.3170657;23.753113;3.4627492;21.944174;35.938957;3.987641;33.008606;20.845667;4.3553953;43.437534;18.772236;3.7902591;0
18.149446;4.199738;1.8615032;42.63748;0.1515532;23.207012;48.577892;3.182359;30.444246;19.731491;4.436753;4.8779397;43.06353;8.744985;0
9.659749;0.9415904;1.9290104;11.135112;4.5481405;38.53697;25.35083;2.9216406;37.649723;47.08083;1.2291157;18.59759;3.0962625;6.3632507;0
4.844904;3.0995343;1.5587025;18.991436;1.9030207;16.740122;48.149925;2.314072;32.355663;10.155385;0.49555054;5.077114;25.745907;5.0864096;0
6.8131757;3.7915063;1.6980377;49.52644;1.8310382;27.48538;7.013221;0.48342147;22.727936;15.035675;3.8456502;20.990568;33.06894;3.8928432;0
12.005172;4.6866326;4.3172708;45.728043;2.0922937;34.173847;29.927864;2.9963326;40.95281;39.80135;4.797052;22.91086;16.642124;2.0205524;0
4.358683;0.6718481;0.1514836;2.6644487;3.4578857;12.576236;25.34003;0.86746657;16.19904;15.497257;1.3530116;9.826483;5.819013;5.9506335;0
17.275671;4.639319;2.2366579;26.986267;1.9424869;14.699907;1.1296011;4.9796624;46.47763;24.532888;4.5737195;5.0005956;11.67712;4.4034824;0
15.411871;3.047191;4.7199144;4.2052383;1.9317722;18.45334;10.452037;0.4846504;6.6933384;38.335407;1.1200203;21.45198;4.4304776;9.665726;0
14.669796;3.8568377;2.758918;46.27134;0.4109779;29.306557;8.520136;0.47100988;32.246315;1.2149944;1.8605928;26.210009;44.522762;7.6817975;0
9.209767;0.36349607;2.3071845;22.6357;2.141544;14.250358;3.979655;3.957914;25.525301;47.87139;4.4409394;37.11454;1.2245201;2.2170067;0
12.918868;2.580126;1.630612;21.503412;0.83244455;11.200221;47.459305;0.59570974;21.862322;23.67882;1.5898962;36.573807;4.3992314;6.004534;0
12.097861;3.1508853;0.46217188;14.374355;4.2923875;8.325903;48.302994;2.0848737;22.056103;38.21304;3.8029087;4.4259505;39.9888;8.864822;0
13.347085;1.6034858;1.1999837;28.87213;1.7391043;40.656185;44.69575;4.6447453;3.0681686;46.119556;0.82014483;22.460255;15.686772;9.45311;0
2.6044421;2.215086;0.5432462;8.104938;4.8082504;44.4126;49.455162;3.960624;37.824177;43.963406;1.9559546;42.344673;18.873234;9.383722;0
8.900341;2.8160608;0.7208272;40.148796;3.4541872;45.331375;41.702545;1.2409267;18.265007;11.79857;4.7096143;30.252478;16.027664;8.354046;0
1.7906693;2.8074849;0.90123105;25.069307;3.8051424;41.26005;46.676872;1.3300463;24.35518;28.204176;1.2087836;42.888016;44.64463;3.4944487;0
10.385825;0.30512148;1.5799443;28.756681;4.743981;7.727172;10.683926;3.0021243;42.532112;21.122086;3.5383382;47.592094;46.508205;6.6890535;0
7.267363;2.2534606;0.15398173;42.199432;1.2707803;5.789845;13.587309;2.4835517;29.278316;27.085768;4.6058135;17.37949;46.511875;7.3897533;0
3.7459595;1.147709;4.755705;10.072289;2.8797257;25.459053;43.241238;0.67205715;42.720394;39.201904;3.9462783;7.514857;16.059822;8.50682;0
2.9646564;4.591806;0.70671356;9.583971;0.29955643;26.549921;24.493723;0.87737197;7.7168903;18.369478;4.7451463;5.112229;10.818567;8.976608;0
12.165247;4.885242;1.9774295;21.619282;0.5937176;36.908337;36.13165;4.034192;14.80906;24.383276;4.724367;7.1945577;41.571815;5.7810864;0
4.2412663;1.5682698;4.409685;39.520283;1.8962759;11.921157;28.533546;1.7894747;12.168689;30.79098;0.6568178;34.44176;42.599277;3.9103732;0
18.577282;0.9584085;0.622183;3.8687322;3.4442592;46.616535;15.976298;4.01516;44.430378;14.2576065;3.0481474;6.858689;18.359499;5.7360997;0
12.040162;1.1755704;2.4696608;39.96334;4.1752987;16.18656;14.956907;1.0301538;39.296303;30.72363;2.1917856;47.66797;29.322273;9.298684;0
7.590526;2.4409862;4.2394395;25.537073;1.3563806;29.31264;37.6608;3.0372193;41.87094;8.296704;3.4454174;33.290165;20.145657;5.7355123;0
12.227394;4.3850775;2.8291168;28.52641;3.7704782;43.346466;27.07266;2.5750327;28.865494;31.46067;3.7384908;47.820934;1.7339944;2.2673578;0
1.4332736;2.5501773;1.1306837;28.654911;1.1990267;26.648958;18.609898;1.6992888;11.816697;8.018352;1.3016634;28.611794;21.123123;4.9147305;0
19.212626;0.3714211;3.7039967;3.752202;0.12967247;37.924316;31.234945;3.0820274;19.47292;39.00734;4.0193524;10.913624;44.852077;7.8501344;0
10.163765;0.29543945;3.4385712;13.23877;0.36662382;37.702282;21.576942;0.71022075;27.964743;10.507036;2.1050932;9.240661;43.038822;9.7626915;0
15.871969;1.2142156;1.8747109;38.009575;2.9692373;39.71104;24.278667;4.296695;1.9299502;32.659798;3.3180187;38.62656;6.0853295;4.802722;0
2.57187;4.2295794;0.3268463;21.201138;2.536023;40.741364;34.217575;3.7425785;32.342472;29.478693;2.1957607;1.0052834;16.040947;8.1742;0
10.246509;3.1452549;0.13853697;28.465332;1.4250836;20.230684;23.440294;1.5061693;42.888607;21.84124;1.795968;43.88893;4.6190386;3.4553149;0
10.323433;2.8584936;4.144425;47.29856;0.1320845;18.814257;47.54709;2.9427438;16.956131;32.627506;3.500095;2.4457717;15.603738;4.2731595;0
18.818703;1.662951;1.675631;3.2673166;2.8832507;40.371407;24.774439;4.5206275;34.30969;42.479286;2.7553444;30.617302;15.5863905;3.6815236;0
11.862833;4.6541843;0.7750725;23.034338;4.1062727;29.40581;48.12932;2.1692934;24.694601;6.888288;4.279328;20.054432;3.6058877;7.103643;0
9.996299;1.7227734;2.640901;18.702433;0.4358699;30.77795;42.53672;1.8803738;1.194897;34.14502;3.9514432;30.966852;44.867016;9.255987;0
6.0725374;4.1912274;4.612083;6.216022;3.7087247;21.183945;44.65544;4.014841;14.915617;21.09608;4.3548317;39.32608;42.153976;8.369489;0
7.299811;4.4899273;0.14155623;47.588924;3.2092588;10.879118;38.40049;0.1058115;26.865152;34.022312;3.8522818;6.4857574;46.494713;6.340125;0
10.892776;2.4683416;0.37510335;48.11152;2.4488385;23.389599;30.621756;3.463229;36.520515;43.87685;4.5925217;47.368492;37.473583;5.813883;0
9.339317;4.4820175;2.14352;16.26292;0.33687264;48.512676;27.100716;1.1574497;20.699656;32.98904;0.8676675;30.193174;38.242428;8.6537485;0
1.4106295;1.4563361;3.4122329;47.389114;4.6254997;15.252477;28.031101;3.5018103;10.126024;8.831551;3.2383597;19.716074;39.57486;9.440606;0
16.699547;3.3263237;2.4328923;2.7235067;2.4394608;14.328403;10.871283;2.245715;3.9914362;21.390574;0.5038032;48.97497;34.087082;8.013062;0
18.027054;0.53102237;4.4979873;49.063904;2.058074;7.4084244;11.505349;0.1994466;36.019913;27.922983;2.548272;40.7696;9.622175;6.9069595;0
3.6647327;2.4222777;0.31601432;41.96067;4.3212295;24.57784;2.6739297;4.3838735;18.887026;7.2169695;4.3205924;8.941324;9.709061;8.172835;0
11.526687;1.1649258;1.7666903;11.502181;4.2433333;15.137989;37.532455;2.7780447;32.708107;32.536945;3.6554282;5.338828;25.517624;5.38452;0
3.0629392;0.40754005;1.8216046;30.377811;3.6635787;34.669064;7.118312;1.636646;11.86584;35.948853;2.9563503;46.221375;34.839466;4.8196635;0
13.772562;0.11825499;1.7666234;40.11667;4.163864;7.6211047;29.525307;3.5465603;37.97959;38.36325;3.500531;29.6585;2.4561806;9.671076;0
6.343442;1.6912854;2.489661;16.645649;0.70920956;13.118312;7.7582316;2.5301085;17.874922;6.8752074;0.94911647;23.708675;27.773756;5.966899;0
13.52903;2.9887;3.9738276;18.333838;3.8284862;4.0307016;4.26079;0.2712481;3.5660653;35.552055;4.6609316;4.7878833;44.469543;6.17865;0
14.812898;2.3306286;1.6576248;31.819666;1.7073671;3.0320742;27.146124;3.2862563;26.001442;18.943008;1.1411141;27.546999;7.1749206;2.0547132;0
15.604302;1.5786695;3.7479677;8.207608;4.3507247;40.89303;43.7817;4.850705;36.840885;11.350178;0.91815877;14.302892;16.334286;5.6336384;0
3.047078;4.95688;0.81768084;6.79232;1.9141341;45.388027;18.444708;1.1876992;46.69236;26.692957;0.7860158;10.461663;49.35075;4.408429;0
18.404224;4.703673;2.8475518;13.2404585;0.36608937;38.430553;46.04215;4.3283377;48.572033;29.063229;4.6874714;20.16198;17.114748;3.5140872;0
5.374066;0.7157012;1.9379313;37.321728;2.1304631;43.39301;1.5050498;3.1428752;23.364561;23.381437;2.3581982;2.7487571;2.4086404;9.684241;0
1.7108386;2.1340263;2.742133;18.963362;3.8082075;5.2432113;23.82121;0.4817021;30.981794;42.201412;2.7120197;30.295345;34.498367;9.364008;0
11.542197;3.27935;0.6279738;25.860554;2.554567;45.00858;8.191458;3.6768775;28.303825;8.634045;1.9572226;31.434046;49.149216;9.798859;0
8.0475235;3.694105;4.771968;10.577077;3.8418062;23.835953;16.473244;2.2633018;27.143538;20.950521;0.2336655;35.054966;12.30233;4.148904;0
16.766005;1.8952236;4.540449;10.511178;0.27284133;38.663548;2.1628547;3.9892964;6.6124167;14.083797;0.42664656;2.1193843;11.587305;6.851834;0
16.356777;3.7567809;4.149342;32.872112;0.9681046;31.172108;2.7320268;3.2151532;33.872387;3.3912082;0.17722271;9.603529;22.162247;3.7717671;0
7.025639;0.70833504;4.4746356;6.310387;2.8616788;18.143621;35.92787;0.11364485;48.29824;17.614138;2.7410817;38.84526;27.25946;5.0010257;0
19.10509;1.7258818;0.8187706;33.724197;1.9880373;13.975153;33.072464;0.71885633;7.2133417;36.185707;1.0480698;29.159266;40.919853;3.3973494;0
6.527439;3.6105225;2.5682366;20.63439;3.432861;6.788378;11.208437;1.8269541;16.28087;26.639202;2.0703928;1.4436774;49.68085;6.2599525;0
10.786085;3.1658456;1.6577549;33.892273;4.816516;21.219904;45.1563;2.4610863;4.775446;21.51858;2.3555908;36.804424;40.838173;3.598788;0
5.8633366;4.20233;4.448191;19.704744;3.3333237;25.211033;34.71087;4.6674237;20.736362;24.260534;2.7096329;21.413496;15.254482;3.6384778;0
18.784828;0.3295994;1.0282446;42.45656;2.1450782;49.172638;17.472483;4.1276636;24.601934;16.312593;4.4747486;13.890586;39.522324;4.791535;0
4.1275487;0.9545194;1.1777322;3.7222524;2.7575836;2.8272333;20.975006;4.027916;18.542887;6.9860125;0.31184703;37.958393;31.91268;1.2059913;0
1.8533018;0.33762345;3.4649007;44.77157;4.5728498;29.917309;15.335234;2.7439244;24.352526;29.931059;2.521722;18.657875;25.05662;9.085105;0
9.266844;1.0413597;0.53560835;14.164397;3.3976474;26.724747;41.699314;0.55503213;40.345375;40.95423;0.7461344;23.22706;32.09864;2.9989095;0
19.855135;0.12098577;3.688599;3.0845683;4.0355797;2.1219134;25.204037;3.7544568;11.482256;39.66361;4.6399407;43.17809;22.548466;6.677331;0
17.941868;2.5706306;1.4138237;28.557817;1.5774403;17.157373;7.6300716;0.5240868;38.140614;12.433748;4.595538;8.334849;31.978294;1.6135654;0
