[-];[-];[-];[-];[-];[m];
28.839928;83.06518;42.83627;33.866684;0.8217914;0.0;0
68.25272;15.920183;15.920183;15.920183;0.8205511;0.0;0
13.9838505;98.02466;70.54716;70.54716;1.0641891;0.0;0
19.998821;22.560091;0.13736188;0.13736188;0.89637333;0.0;0
0.74615335;42.174637;2.3377154;2.3377154;1.0722511;0.0;0
78.694565;55.86082;55.86082;51.72308;1.1602916;0.0;0
66.488434;12.037369;12.037369;12.037369;0.7884353;0.0;0
70.519485;81.68384;81.68384;81.68384;1.172247;0.0;0
78.075096;27.475807;17.30981;17.30981;0.7687927;0.0;0
45.896988;54.931496;1.3925531;1.3925531;1.1994131;0.0;0
56.878433;54.967884;38.814354;38.814354;1.2378091;0.0;0
13.988302;60.26804;60.26804;60.26804;1.0837276;0.0;0
11.461862;5.558044;5.558044;5.558044;1.2421277;0.0;0
66.84361;16.87019;16.87019;16.87019;1.160996;0.0;0
47.11491;16.127613;16.127613;16.127613;0.77218276;0.0;0
56.527958;30.212105;30.212105;30.212105;0.7519055;0.0;0
76.502235;14.499967;7.0423427;7.0423427;0.7603992;0.0;0
63.475483;92.19291;57.23151;50.31053;0.97595346;0.0;0
55.362404;51.300316;51.300316;51.300316;1.0616913;0.0;0
55.925125;62.36128;39.64455;39.64455;0.9907359;0.0;0
30.40197;35.75524;35.75524;35.75524;1.0885651;0.0;0
3.0914752;27.631851;22.076303;4.9336567;0.9748013;0.0;0
43.677372;50.322685;10.572325;10.572325;0.7712819;0.0;0
21.466322;29.439354;29.439354;2.0667;0.86308336;0.0;0
40.85878;34.371155;34.371155;34.371155;1.2463121;0.0;0
85.341774;45.28056;31.13481;17.398869;0.9229319;0.0;0
23.40161;50.578312;50.578312;50.578312;0.91238284;0.0;0
5.839691;98.43156;16.928034;16.928034;0.82639605;0.0;0
28.145575;22.340025;22.340025;22.340025;1.2435719;0.0;0
29.36644;48.80274;48.80274;48.80274;0.86522967;0.0;0
66.19503;14.959679;14.959679;14.959679;1.0734133;0.0;0
55.707645;35.006424;35.006424;35.006424;0.77102375;0.0;0
78.39198;71.7339;71.37847;9.039122;0.78323615;0.0;0
66.43471;17.45447;17.45447;17.45447;1.1083759;0.0;0
40.644623;58.139317;22.554508;22.554508;1.067584;0.0;0
81.4039;41.675934;13.238067;13.238067;1.0900812;0.0;0
16.705622;5.1674385;5.1674385;5.1674385;0.8654852;0.0;0
2.28098;93.3082;65.584694;31.796593;1.2424445;0.0;0
9.0138855;41.366177;41.366177;41.366177;1.0291876;0.0;0
72.23871;78.39481;69.70008;14.681905;1.2347741;0.0;0
46.193104;41.637184;41.637184;41.637184;0.83208525;0.0;0
16.135565;93.73666;16.257458;16.257458;0.95254976;0.0;0
50.109467;29.054129;29.054129;29.054129;0.91784275;0.0;0
15.239687;41.228943;41.228943;32.05923;1.1275375;0.0;0
69.63507;75.88883;10.347956;10.347956;1.1237857;0.0;0
44.621166;34.373295;15.004195;15.004195;0.9932719;0.0;0
38.10831;36.442062;36.442062;36.442062;0.758074;0.0;0
30.158194;99.48237;86.871895;57.36265;0.83760285;0.0;0
63.031956;55.565895;55.565895;55.565895;0.77513283;0.0;0
36.18764;68.941154;3.6301193;3.6301193;1.1735073;0.0;0
8.774116;64.34979;64.34979;60.74348;0.8948858;0.0;0
11.80941;82.794136;13.959295;13.959295;0.80896133;0.0;0
96.19015;86.18389;23.263897;21.97606;0.9270862;0.0;0
90.858986;56.32998;56.32998;56.32998;0.7886447;0.0;0
69.97372;29.462662;29.462662;29.462662;1.2394285;0.0;0
26.594337;2.2897968;2.2897968;2.2897968;0.90750396;0.0;0
96.917946;61.44418;61.44418;2.4566963;1.2165333;0.0;0
77.877304;82.54863;65.17693;42.77693;1.0913644;0.0;0
71.69185;45.059475;28.462454;28.462454;1.0330535;0.0;0
44.941658;16.478968;16.478968;16.478968;0.9877485;0.0;0
27.231434;28.815327;28.815327;23.80478;1.09369;0.0;0
9.648132;51.00379;51.00379;46.44028;1.0931376;0.0;0
90.261215;83.669754;35.95545;35.95545;0.7552605;0.0;0
45.583073;17.183598;17.183598;17.183598;1.2038919;0.0;0
20.244312;61.218864;29.776463;29.776463;0.9339817;0.0;0
30.602602;75.339325;32.619755;32.619755;0.9266366;0.0;0
57.926167;93.60539;86.06814;86.06814;0.9532953;0.0;0
17.68551;11.679202;1.0605806;1.0605806;1.0926414;0.0;0
85.662865;92.6399;43.6109;43.6109;0.93800884;0.0;0
75.85437;60.150738;60.150738;6.5506487;0.9369155;0.0;0
71.949104;76.67249;54.268208;54.268208;0.78173244;0.0;0
43.214985;5.3869333;5.3869333;5.3869333;0.95832086;0.0;0
62.73461;50.619755;31.243856;31.243856;0.8247392;0.0;0
58.413956;62.266743;7.4005237;7.4005237;1.1777946;0.0;0
64.98816;30.690315;22.456404;22.456404;0.9172555;0.0;0
8.453588;43.170704;9.054936;9.054936;1.2304337;0.0;0
41.586582;55.43427;12.678676;12.678676;1.092264;0.0;0
4.1710014;55.25927;16.36002;16.36002;1.1280757;0.0;0
49.40414;4.195734;4.195734;4.195734;1.2238756;0.0;0
32.99282;43.95378;1.1115578;1.1115578;0.8694674;0.0;0
14.460974;21.389677;21.389677;18.523026;1.0336455;0.0;0
10.349263;91.67034;12.390671;12.390671;0.7703629;0.0;0
58.76858;97.65823;38.321056;38.321056;0.80037934;0.0;0
17.06759;29.971693;29.971693;29.971693;0.93329346;0.0;0
92.512764;17.526789;10.665731;5.86397;1.0912509;0.0;0
58.110302;21.95822;21.95822;21.95822;1.1658468;0.0;0
34.693512;47.78045;47.78045;47.78045;0.8782021;0.0;0
59.09564;87.45181;55.70069;55.70069;1.1245387;0.0;0
2.290159;50.00862;21.042255;21.042255;0.8621456;0.0;0
95.85634;5.548652;5.548652;5.548652;0.7530278;0.0;0
48.23552;3.9981613;3.9981613;3.9981613;0.77720654;0.0;0
78.275696;22.74682;22.74682;22.74682;1.0427793;0.0;0
8.282173;84.2787;4.6390533;4.6390533;0.9985738;0.0;0
48.670967;62.15184;0.79639035;0.79639035;0.8852126;0.0;0
49.075794;56.300156;56.300156;56.300156;0.7532739;0.0;0
93.783264;31.90377;31.90377;4.636714;1.0340052;0.0;0
57.17709;92.943245;13.785612;13.785612;1.1588033;0.0;0
47.354206;33.12451;33.12451;33.12451;0.78427243;0.0;0
26.704897;83.49609;83.49609;10.653878;1.1182373;0.0;0
33.163586;89.59139;0.85800165;0.85800165;1.0672714;0.0;0
52.072033;48.33867;5.6237926;5.6237926;0.98967737;0.0;0
43.896755;89.429985;41.710323;31.1557;0.7741707;0.0;0
2.170992;27.687561;27.687561;27.687561;1.2117857;0.0;0
82.63093;65.846756;47.615284;3.527009;0.9887205;0.0;0
89.61712;8.805495;8.805495;8.805495;0.9498035;0.0;0
14.033506;47.39868;4.4180145;4.4180145;1.1807377;0.0;0
55.408073;21.741007;21.741007;21.440878;1.1727891;0.0;0
10.866488;6.2857003;6.2857003;6.2857003;1.1136305;0.0;0
67.22729;0.38251355;0.38251355;0.38251355;1.16468;0.0;0
28.130566;32.481964;32.481964;31.936703;0.81216425;0.0;0
65.94567;58.957165;58.957165;35.38164;1.1304578;0.0;0
72.702194;45.528484;31.795082;31.795082;0.914017;0.0;0
76.867065;30.183912;30.183912;14.717935;1.1837474;0.0;0
10.783017;99.120094;14.655083;11.829879;0.93511575;0.0;0
91.60203;93.95311;56.076878;24.98803;0.777152;0.0;0
23.029097;12.574074;12.574074;12.574074;0.9571901;0.0;0
3.7508814;41.51659;41.51659;36.666256;1.1283885;0.0;0
55.4897;64.88821;10.783897;10.783897;1.000466;0.0;0
37.09852;73.351746;73.351746;19.5531;1.131817;0.0;0
82.980675;36.64355;36.64355;19.418625;0.7676369;0.0;0
80.827065;74.63072;74.63072;65.04862;0.8385821;0.0;0
31.720718;12.423759;12.423759;10.846441;1.031804;0.0;0
95.29041;33.187943;14.6773205;14.6773205;0.9426569;0.0;0
29.098875;71.64616;50.37714;40.07618;1.0900879;0.0;0
51.510563;62.57202;31.797737;31.797737;1.2312771;0.0;0
25.603949;83.72265;83.72265;38.17913;1.079931;0.0;0
93.604996;4.695234;4.695234;4.695234;0.95868146;0.0;0
16.469135;17.447428;17.447428;5.5650616;1.0211821;0.0;0
4.5006127;4.8589735;4.8589735;4.8589735;1.2064133;0.0;0
43.515354;19.219501;8.899076;8.899076;1.0864946;0.0;0
99.23763;0.43823823;0.43823823;0.43823823;1.1515898;0.0;0
89.16881;50.425987;26.820047;26.820047;0.9007592;0.0;0
74.86332;52.836155;52.836155;22.44318;1.1221606;0.0;0
89.08034;65.7926;65.7926;45.92572;0.8197157;0.0;0
89.345726;38.497395;38.497395;38.497395;1.1248878;0.0;0
51.890648;0.330737;0.330737;0.330737;1.1907793;0.0;0
31.599747;67.39238;4.9260607;4.9260607;1.2001163;0.0;0
77.20352;5.4385657;4.470951;4.470951;0.808295;0.0;0
66.16951;86.61838;8.8903;8.8903;1.1649411;0.0;0
37.372036;2.2751722;2.2751722;2.2751722;0.80496824;0.0;0
9.455722;53.052208;34.828304;34.828304;0.9891985;0.0;0
74.681496;89.492836;24.318266;22.137175;1.0912608;0.0;0
26.253428;57.25323;21.938463;17.632118;0.99212456;0.0;0
93.681946;60.84559;60.84559;7.010292;0.9199548;0.0;0
24.104649;68.16427;11.89047;11.89047;1.0919106;0.0;0
12.284566;12.2496605;12.2496605;12.2496605;1.0804393;0.0;0
83.11295;67.495964;47.15301;30.284126;1.0414463;0.0;0
15.336899;88.03668;0.054948114;0.054948114;1.0142143;0.0;0
17.935038;97.42234;92.09611;75.1567;1.10287;0.0;0
59.942284;44.31077;9.918868;9.918868;0.95151854;0.0;0
87.45746;34.45704;34.45704;9.414067;0.78438413;0.0;0
19.651503;75.33343;62.89026;15.0466795;1.0187273;0.0;0
31.039265;54.292;54.292;54.292;1.1117278;0.0;0
77.74271;25.737892;25.737892;9.822578;0.89957994;0.0;0
97.18292;17.224068;17.224068;17.224068;0.82037556;0.0;0
50.079113;17.031328;17.031328;17.031328;1.2059206;0.0;0
14.398312;45.92311;45.92311;45.92311;1.1818749;0.0;0
1.4034894;17.020739;17.020739;17.020739;1.0592171;0.0;0
22.973307;1.9816972;1.9816972;1.9816972;1.1433036;0.0;0
13.190904;5.2183566;5.2183566;5.2183566;1.2344027;0.0;0
67.76909;92.98916;20.563786;20.563786;1.0346295;0.0;0
12.192032;7.3054047;7.3054047;7.3054047;0.8720908;0.0;0
50.637928;7.3273373;7.3273373;7.3273373;1.069406;0.0;0
69.4293;45.124332;0.9383457;0.9383457;1.2072968;0.0;0
58.11585;24.517578;24.517578;23.927063;1.095074;0.0;0
19.985567;96.26976;0.2868199;0.2868199;0.7631202;0.0;0
80.41441;91.09947;56.505894;56.505894;1.2085663;0.0;0
71.54356;40.480278;40.480278;27.450096;1.1268376;0.0;0
73.90101;44.878666;44.878666;44.878666;0.9509155;0.0;0
13.114465;37.517612;37.517612;37.517612;1.2437459;0.0;0
12.384143;3.796233;0.011316724;0.011316724;1.1108397;0.0;0
92.75698;29.291756;5.953603;0.07911868;1.1627206;0.0;0
39.763844;12.27612;12.27612;12.27612;1.2215832;0.0;0
30.10186;10.246009;10.246009;10.246009;0.7697892;0.0;0
48.863518;56.09055;56.09055;56.09055;1.1372099;0.0;0
66.289795;9.885498;9.885498;9.885498;0.9431732;0.0;0
95.56277;10.302103;10.302103;10.302103;1.1845375;0.0;0
28.651758;48.05657;48.05657;48.05657;1.1894479;0.0;0
92.4816;44.233814;44.233814;31.512669;1.1643093;0.0;0
2.4957006;13.772102;13.772102;13.772102;1.1396003;0.0;0
55.524254;0.454858;0.454858;0.454858;1.1471415;0.0;0
63.401173;19.305515;6.3365226;6.3365226;0.89827627;0.0;0
10.598681;23.596867;23.596867;23.596867;0.9532641;0.0;0
14.042557;80.02684;52.764397;52.764397;0.8075274;0.0;0
41.91724;91.54468;76.26428;76.26428;1.1652957;0.0;0
96.62353;40.60038;33.477436;26.021868;1.0730033;0.0;0
59.608295;40.50862;27.518957;27.518957;1.0563583;0.0;0
93.30299;71.25101;71.25101;3.9085612;0.873039;0.0;0
80.43805;62.69593;24.941193;24.941193;1.057518;0.0;0
46.743484;18.422176;18.422176;18.422176;0.97727585;0.0;0
78.4785;10.777835;10.777835;10.777835;1.2476344;0.0;0
1.7935001;43.76681;35.95376;35.95376;1.1815342;0.0;0
10.923308;56.487186;40.113552;28.440042;1.0129914;0.0;0
82.944565;13.879374;13.879374;13.879374;1.1542277;0.0;0
79.68374;29.334417;0.34565783;0.34565783;0.8322525;0.0;0
23.271748;30.60124;23.55857;9.038542;0.80070025;0.0;0
53.08165;26.137207;26.137207;26.137207;1.0653254;0.0;0
60.605522;46.08152;31.369352;31.369352;1.113393;0.0;0
86.775215;65.30983;65.30983;65.30983;0.77652824;0.0;0
60.314686;50.943893;4.7463026;4.7463026;0.8504817;0.0;0
41.26303;20.15364;20.15364;20.15364;1.018634;0.0;0
37.424664;10.3028755;3.7611704;3.7611704;0.7814083;0.0;0
42.59395;82.18883;82.18883;12.025041;0.9620264;0.0;0
65.19659;47.935677;47.935677;47.935677;0.9910399;0.0;0
86.75039;6.223297;6.223297;6.223297;1.2109048;0.0;0
45.39515;25.819569;25.819569;25.819569;0.9078382;0.0;0
24.791477;80.405334;31.58812;24.06329;0.83433425;0.0;0
23.67387;75.17512;69.16142;16.049587;0.75375414;0.0;0
74.603966;87.58291;30.662344;7.099727;0.81080407;0.0;0
81.658714;60.21276;60.21276;60.21276;1.125433;0.0;0
10.536756;42.296364;41.08118;18.628515;0.9724609;0.0;0
6.6652203;42.669235;37.594994;19.774805;0.8493625;0.0;0
59.447422;19.408064;19.408064;16.977962;1.2165139;0.0;0
14.625863;65.08339;65.08339;30.586454;1.1437691;0.0;0
82.46817;58.511024;58.511024;58.511024;0.8071824;0.0;0
31.040363;15.494892;6.6581435;6.6581435;0.8844787;0.0;0
14.395755;88.56744;24.341454;24.341454;1.1747208;0.0;0
92.09784;36.853134;30.092766;17.047373;1.0962158;0.0;0
16.561518;4.9833794;4.9833794;1.899953;1.2227726;0.0;0
28.47916;32.794815;32.794815;32.794815;0.78812474;0.0;0
15.369803;86.98698;29.154327;11.015047;1.1377056;0.0;0
11.557852;91.69649;79.047134;2.7109294;0.7882057;0.0;0
2.1245902;49.044937;22.332182;10.306941;0.91833097;0.0;0
5.548987;95.63443;69.65477;31.858967;1.1253344;0.0;0
17.4724;87.52543;85.178314;75.08886;1.105505;0.0;0
5.3476596;82.52482;60.373787;6.7079554;0.75105894;0.0;0
59.11847;85.97241;35.42235;35.42235;0.85097146;0.0;0
68.074646;38.19372;18.797245;18.797245;1.1392869;0.0;0
39.36911;75.64933;13.443276;13.443276;0.81307375;0.0;0
31.80593;57.73813;57.73813;18.40686;0.9131895;0.0;0
50.457577;71.97121;46.918507;46.918507;0.84194475;0.0;0
87.50175;17.786833;4.641492;4.641492;0.80572724;0.0;0
85.114655;73.142075;73.142075;73.142075;1.1683129;0.0;0
4.3570714;95.75967;67.133606;67.133606;0.7806709;0.0;0
18.158026;30.273306;30.273306;12.385582;1.0180249;0.0;0
23.68212;98.61627;43.824486;43.824486;1.0963353;0.0;0
24.946264;37.84382;37.84382;37.84382;0.7787951;0.0;0
57.127552;19.980352;19.960506;19.960506;1.0667133;0.0;0
41.63208;11.2375;11.2375;11.2375;0.9170328;0.0;0
4.9349194;78.498344;78.498344;78.498344;1.1667726;0.0;0
37.36768;55.48699;55.48699;15.578305;1.1488298;0.0;0
52.38006;30.720058;30.720058;30.720058;1.1469525;0.0;0
10.176173;60.848953;12.587378;12.587378;0.94933176;0.0;0
83.34752;33.216797;30.528593;30.528593;1.1612741;0.0;0
5.205667;44.841293;44.841293;9.19422;1.064991;0.0;0
92.48494;86.267784;84.60073;72.508575;0.9393418;0.0;0
9.920323;66.81997;34.772;34.772;0.790335;0.0;0
84.35906;76.24256;6.1327558;6.1327558;0.7834095;0.0;0
90.26629;58.35352;58.35352;18.847958;0.87570083;0.0;0
97.957275;99.13989;73.95231;10.944514;0.8997923;0.0;0
80.20457;24.148592;24.148592;19.630068;1.2137642;0.0;0
77.94996;26.236494;26.236494;7.866751;1.249969;0.0;0
64.2519;9.264968;9.264968;9.264968;0.82183695;0.0;0
77.90185;55.40641;24.50741;12.294434;1.2213842;0.0;0
13.463876;61.33979;57.30204;20.093086;1.10327;0.0;0
53.611443;72.5989;61.099934;61.099934;0.99930406;0.0;0
51.427143;33.55124;33.55124;24.682972;1.2273433;0.0;0
85.75864;1.2355577;1.2355577;1.2355577;1.1068466;0.0;0
46.28531;63.22663;60.504704;60.504704;1.0468273;0.0;0
38.5151;99.86956;50.793922;39.882534;0.8547634;0.0;0
63.95993;29.46199;12.310272;12.310272;0.87222195;0.0;0
26.653667;18.401606;18.401606;18.401606;1.2057508;0.0;0
13.985443;28.183878;13.219415;13.219415;0.8575194;0.0;0
47.79295;42.547295;2.6667237;2.6667237;0.766153;0.0;0
41.694767;25.098783;25.098783;25.098783;0.88311356;0.0;0
23.264668;34.702534;34.702534;34.702534;0.9902779;0.0;0
36.757507;63.82429;63.82429;63.82429;0.9409824;0.0;0
36.64558;34.50935;34.50935;34.50935;1.2179015;0.0;0
32.756283;39.611935;39.611935;39.611935;0.95928705;0.0;0
37.952614;4.012726;4.012726;4.012726;1.1945263;0.0;0
68.57748;91.795074;50.896378;6.062132;1.0473315;0.0;0
29.69468;40.694527;40.694527;40.694527;1.0120623;0.0;0
94.88631;32.82107;32.82107;9.530399;0.8300978;0.0;0
91.635635;8.657555;8.657555;8.657555;0.8855159;0.0;0
48.096233;63.421978;52.603653;52.603653;1.1835834;0.0;0
32.84284;86.38386;22.403946;22.403946;1.1399786;0.0;0
53.548126;4.1249084;4.1249084;4.1249084;0.97371167;0.0;0
84.85757;14.535794;14.535794;14.535794;1.204511;0.0;0
65.26221;14.647519;0.3126687;0.3126687;1.1595894;0.0;0
80.44114;60.231464;23.597242;23.597242;0.8060422;0.0;0
53.2769;92.12384;19.322453;10.109487;1.0529653;0.0;0
63.295433;43.78246;37.098408;37.098408;1.1494216;0.0;0
28.82268;34.387207;34.387207;26.57269;1.1541721;0.0;0
73.49197;76.58641;38.791428;38.791428;0.79567057;0.0;0
20.248436;74.25948;74.25948;68.279854;0.8623056;0.0;0
69.482864;24.683146;24.683146;0.40145144;0.95651966;0.0;0
86.0733;16.091028;0.77139425;0.77139425;0.8758156;0.0;0
13.218963;35.787426;18.881784;18.881784;0.80446905;0.0;0
61.44183;77.562584;77.562584;1.5465584;1.0644002;0.0;0
9.518624;69.50939;60.421303;60.421303;1.0037367;0.0;0
72.5743;66.588715;66.588715;20.499388;0.82749486;0.0;0
8.458477;82.944565;31.0189;31.0189;1.043191;0.0;0
93.59462;27.72026;27.72026;27.72026;0.78100747;0.0;0
13.749419;33.974976;33.974976;20.926418;0.9415205;0.0;0
95.888435;4.2435217;4.2435217;4.2435217;1.146259;0.0;0
80.09041;86.87589;1.8274666;1.8274666;1.1950248;0.0;0
59.372265;58.24715;58.24715;16.555563;0.8726173;0.0;0
78.26459;29.819248;29.819248;29.819248;1.1797544;0.0;0
79.513535;6.950959;6.950959;6.950959;1.1958789;0.0;0
94.60325;72.34372;54.475845;42.42678;1.0534412;0.0;0
25.345802;74.87627;56.469307;42.5403;1.241089;0.0;0
59.01169;66.6212;35.944195;35.944195;0.8730879;0.0;0
9.513969;20.386059;20.386059;20.386059;0.7844871;0.0;0
61.620407;91.32247;26.408716;16.186743;1.1717216;0.0;0
17.137417;75.31827;49.229218;49.229218;0.99546534;0.0;0
56.499413;65.77905;56.021847;56.021847;0.92322695;0.0;0
57.247326;65.097885;65.097885;65.097885;0.77761644;0.0;0
46.603855;90.43673;47.168816;9.627779;0.7823122;0.0;0
52.267952;92.83143;68.03149;40.09089;0.79535824;0.0;0
76.3947;59.567787;48.534557;0.53953505;0.84182125;0.0;0
79.926476;41.672775;41.672775;30.800959;1.2352004;0.0;0
49.2204;36.37976;36.37976;36.37976;0.89070207;0.0;0
59.96335;81.90969;70.94706;29.030525;1.1585237;0.0;0
93.12431;64.46409;64.46409;64.46409;0.7597069;0.0;0
11.9821615;7.7358303;7.7358303;7.7358303;0.9109075;0.0;0
11.719186;14.22718;14.22718;14.22718;1.2030963;0.0;0
8.780025;90.019585;67.967285;67.967285;0.8425204;0.0;0
65.78975;88.45097;7.7210374;7.7210374;0.89201176;0.0;0
41.866646;95.18372;21.903313;21.903313;1.1632575;0.0;0
77.434395;42.790817;42.790817;42.790817;0.8106958;0.0;0
67.12643;78.40825;43.512665;43.512665;0.7765916;0.0;0
33.370438;82.82422;49.809437;29.730337;1.2329884;0.0;0
89.83767;31.576534;31.576534;29.821259;0.95239586;0.0;0
76.25559;14.542317;14.542317;14.542317;1.0789356;0.0;0
27.06079;99.70267;1.9650794;1.9650794;0.813558;0.0;0
36.42556;3.031618;3.031618;3.031618;0.8600887;0.0;0
31.450853;59.737617;24.45774;24.45774;0.97999036;0.0;0
15.769588;65.02473;65.02473;65.02473;1.0875766;0.0;0
14.7868595;68.18211;68.18211;33.009674;0.89662397;0.0;0
93.61339;25.570219;25.570219;25.570219;1.1923169;0.0;0
43.796024;72.160706;25.512089;3.6570382;1.140572;0.0;0
38.33815;21.647793;21.647793;21.647793;1.0257789;0.0;0
72.971275;82.90553;1.505606;1.505606;0.9796056;0.0;0
55.303776;21.919476;21.919476;21.919476;1.0597713;0.0;0
93.61464;69.67364;61.433613;27.569191;1.1158316;0.0;0
78.03235;78.34351;2.189436;2.189436;0.81747514;0.0;0
47.94216;18.902685;18.902685;18.902685;1.1763207;0.0;0
37.642185;23.806269;23.806269;10.5860615;0.9947014;0.0;0
98.66329;77.91258;30.829292;30.829292;1.217672;0.0;0
71.77885;8.609037;8.609037;8.609037;1.2277712;0.0;0
95.11996;19.084188;19.084188;19.084188;0.7653584;0.0;0
11.856673;45.558537;14.326596;14.326596;0.9422405;0.0;0
85.05486;93.01889;19.333998;12.395378;1.0131117;0.0;0
63.711018;56.192165;56.192165;46.983204;1.0197978;0.0;0
12.200949;38.773907;38.773907;25.589615;1.1611967;0.0;0
58.829918;97.83724;57.632668;57.632668;0.820552;0.0;0
68.61278;46.376495;46.376495;46.376495;1.0612414;0.0;0
1.2401456;43.37916;43.37916;21.518732;1.2212985;0.0;0
45.437252;41.170315;41.170315;41.170315;1.2483456;0.0;0
82.541695;31.224886;5.4266624;5.4266624;0.7550428;0.0;0
29.54295;32.576225;32.576225;26.53657;1.2362837;0.0;0
45.86022;68.78683;68.78683;68.78683;0.811105;0.0;0
44.236988;4.0931516;4.0931516;4.0931516;1.0184753;0.0;0
30.19972;68.18485;68.18485;29.271385;0.8731849;0.0;0
91.84501;20.128437;15.29163;15.29163;1.0531955;0.0;0
78.13159;38.42696;38.42696;16.488874;0.7685133;0.0;0
11.067736;14.662432;14.662432;14.662432;0.8691663;0.0;0
99.7035;55.279575;21.000452;21.000452;0.9002878;0.0;0
87.92121;72.93775;20.105015;20.105015;1.2078036;0.0;0
28.398005;35.47201;35.47201;24.095114;1.0418148;0.0;0
83.69129;16.350023;16.350023;16.350023;1.1041049;0.0;0
10.650889;22.658293;22.658293;22.658293;1.0880076;0.0;0
99.910484;81.81311;26.706076;14.619408;0.94614416;0.0;0
66.571815;26.772198;26.772198;26.772198;0.7570105;0.0;0
65.016;77.47251;2.3167646;2.3167646;0.80351037;0.0;0
9.053168;33.12663;13.003305;13.003305;0.9794043;0.0;0
89.70437;18.881369;18.881369;18.881369;1.2206473;0.0;0
2.9096603;72.73358;30.97413;24.28949;0.8743789;0.0;0
24.090397;46.859818;46.859818;14.074257;1.0991594;0.0;0
14.310758;3.1374123;3.1374123;3.1374123;1.1632979;0.0;0
77.67902;95.994644;8.36558;8.36558;1.2033926;0.0;0
19.828442;14.783867;1.7940563;1.7940563;0.8967432;0.0;0
91.06471;35.347164;35.347164;0.9661986;1.2156416;0.0;0
65.63034;38.485615;17.158958;17.158958;1.0539911;0.0;0
3.6259093;48.948097;18.789358;18.789358;1.0042034;0.0;0
0.5529291;78.54655;42.386486;42.386486;1.1391963;0.0;0
5.1752753;0.61896706;0.61896706;0.61896706;0.86935633;0.0;0
60.59646;93.24788;61.66154;50.889896;1.1562902;0.0;0
80.15017;64.602486;48.574394;39.366913;1.0749813;0.0;0
23.862896;95.065384;11.153946;11.153946;1.1496831;0.0;0
84.94239;81.740776;78.476234;72.18416;1.1778611;0.0;0
5.7326217;92.784546;42.591625;3.6124551;1.0586737;0.0;0
80.09837;60.104046;60.104046;60.104046;0.7683675;0.0;0
92.780266;35.737324;0.40419382;0.40419382;0.8988738;0.0;0
77.21312;44.296978;44.296978;44.296978;1.1890099;0.0;0
69.815094;65.80665;28.292158;28.292158;1.0634782;0.0;0
83.799644;42.698917;42.698917;42.698917;1.1950282;0.0;0
4.0247283;73.16996;29.779083;21.897678;0.94226426;0.0;0
20.186193;9.193883;9.193883;9.193883;1.0023637;0.0;0
