[-];[-];[-];[-];[-];[m];
3.9360359;6.399475;6.399475;1.3650507;1.1688911;0.0;0
2.9544482;4.3402247;1.52147;1.52147;0.8850422;0.0;0
6.8567057;9.625138;1.496912;1.2158505;1.0115056;0.0;0
1.4835496;7.083877;6.3209434;6.3209434;1.0591589;0.0;0
2.0790913;0.11261009;0.11261009;0.11261009;0.9028628;0.0;0
0.17288648;0.33046687;0.33046687;0.33046687;0.92565733;0.0;0
7.8905516;6.933972;6.933972;6.376936;1.0052581;0.0;0
6.6820235;4.1851864;0.86101806;0.86101806;1.1527174;0.0;0
7.081137;8.410763;8.410763;7.335035;0.97634596;0.0;0
7.8292174;1.8128525;0.47209504;0.47209504;0.99544793;0.0;0
4.643266;0.23688644;0.23688644;0.23688644;1.0479325;0.0;0
5.730538;3.9420152;3.9420152;3.9420152;0.9626057;0.0;0
1.4839903;7.3870344;6.7078066;2.1006327;1.1130391;0.0;0
1.2338477;9.720104;9.720104;3.129816;0.7524538;0.0;0
6.7171893;8.848173;8.23772;5.377205;0.99150985;0.0;0
4.7638526;4.8923388;0.5392184;0.5392184;1.211508;0.0;0
5.6958375;8.146891;0.13772835;0.13772835;1.0579519;0.0;0
7.6734886;0.79627156;0.30590504;0.30590504;0.9931999;0.0;0
6.3837113;5.7654963;4.573879;4.573879;1.1360124;0.0;0
5.580436;9.250554;6.2714877;0.11640262;0.94650036;0.0;0
5.636151;4.024213;4.024213;3.3931463;0.9836228;0.0;0
3.109106;9.604997;6.8035903;6.8035903;0.84757984;0.0;0
0.40509656;2.2847824;2.2847824;1.5968919;0.8121021;0.0;0
4.423502;1.1457747;0.5213817;0.5213817;0.76276135;0.0;0
2.2243884;5.295147;2.3390503;0.11032884;1.1157545;0.0;0
4.1444335;9.081744;9.081744;0.329014;0.98409504;0.0;0
8.548691;3.1816642;3.1816642;1.545588;1.2196766;0.0;0
2.4160008;8.021587;3.3151808;1.1084442;0.83840805;0.0;0
0.67719716;1.7750529;1.6126413;1.6126413;0.8719917;0.0;0
2.8857005;7.481147;7.481147;7.481147;1.069363;0.0;0
3.0065782;5.614567;2.3815472;0.9379529;0.77729887;0.0;0
6.6529737;1.8326681;1.8326681;1.8326681;1.0017066;0.0;0
5.6146183;7.209064;0.51626986;0.51626986;0.81179076;0.0;0
7.8605924;7.1661854;0.7580761;0.7580761;0.8306987;0.0;0
6.676704;5.202809;5.202809;2.9683912;1.00605;0.0;0
4.12323;2.3321297;2.3321297;2.0224166;1.0345354;0.0;0
8.158802;1.4097096;1.4097096;1.4097096;0.85601735;0.0;0
1.7530318;9.576825;2.386607;2.386607;0.8856193;0.0;0
0.32484952;6.592544;6.592544;3.1136525;0.8920538;0.0;0
0.9914738;8.11149;5.627914;0.6379099;0.8209049;0.0;0
7.2513576;7.000008;7.000008;1.7705336;1.2328604;0.0;0
4.6725845;8.3117895;1.7252885;1.7252885;1.0961;0.0;0
1.6965907;1.7086592;1.7086592;0.9946908;0.80542094;0.0;0
5.0603433;5.0198073;3.4232867;3.4232867;0.9285801;0.0;0
1.6078898;6.704535;6.704535;6.1679974;0.8363014;0.0;0
6.9935718;1.12356;1.12356;1.12356;0.86719304;0.0;0
4.5169473;1.5845737;1.5845737;1.3410219;1.2197388;0.0;0
3.8721101;6.3764277;0.25986525;0.25986525;0.8183765;0.0;0
3.0849698;8.700188;1.8345366;1.8345366;1.1899059;0.0;0
6.3397975;6.63812;0.5976301;0.5976301;1.1709175;0.0;0
3.6819448;0.45842767;0.45842767;0.45842767;1.1218342;0.0;0
0.9677342;9.707286;2.9687386;2.9687386;0.998361;0.0;0
1.2682585;1.4811183;1.2674341;1.2674341;0.8791838;0.0;0
9.6227865;2.4023662;2.4023662;2.4023662;1.1654899;0.0;0
9.094949;9.752176;0.8651642;0.8651642;1.1670375;0.0;0
7.0271006;7.733227;7.733227;7.1978035;1.012658;0.0;0
2.7321126;9.372109;3.2185783;3.2185783;0.7738067;0.0;0
9.694846;8.085535;8.085535;8.085535;0.8464806;0.0;0
7.8096337;6.552171;6.552171;6.552171;0.7780417;0.0;0
7.1972127;2.9170747;2.9170747;2.9170747;0.83991903;0.0;0
4.548679;3.3361263;3.3361263;1.9058794;1.0042106;0.0;0
2.7951915;9.477983;6.905063;6.905063;1.1770867;0.0;0
1.0542705;8.6201935;6.894126;6.894126;1.0766184;0.0;0
9.035764;3.6589553;0.2041585;0.2041585;1.0504515;0.0;0
4.6121855;3.7953475;3.7953475;3.7953475;1.1239768;0.0;0
2.1033974;3.0471745;3.0471745;3.0471745;1.0699557;0.0;0
3.1289706;3.3286884;3.3286884;1.314916;0.9717136;0.0;0
5.834274;8.620608;4.1252465;4.1252465;1.1576817;0.0;0
1.8500506;0.20401788;0.20401788;0.20401788;0.90509224;0.0;0
8.580482;4.416921;3.8225756;0.12618472;1.2140574;0.0;0
7.6093435;9.434113;3.8009274;2.0096972;0.8080953;0.0;0
7.2226834;5.4721;0.7283023;0.7283023;1.0688399;0.0;0
4.3777213;4.5594134;4.2247524;0.70201194;1.0002582;0.0;0
6.3103576;3.192461;1.579837;1.579837;0.96288085;0.0;0
5.88257;0.831735;0.831735;0.831735;0.9648582;0.0;0
6.533481;2.322416;2.322416;2.322416;0.77110374;0.0;0
0.9359988;0.99553823;0.99553823;0.99553823;1.1257569;0.0;0
4.216493;1.3543243;1.3543243;1.3543243;0.92617357;0.0;0
0.5119803;1.7188138;1.7188138;1.7188138;0.9883182;0.0;0
4.990509;3.0900915;3.0900915;2.056548;1.173797;0.0;0
3.365626;0.20906514;0.20906514;0.20906514;1.0385542;0.0;0
1.5307895;9.506425;5.716181;5.716181;1.1757183;0.0;0
1.1236894;1.325809;0.50318545;0.50318545;0.8185397;0.0;0
5.917681;3.893174;1.097511;1.097511;0.8909088;0.0;0
1.7888703;8.8073225;3.7292106;3.7292106;0.8639662;0.0;0
9.258689;1.1550229;1.1550229;1.1550229;1.1931671;0.0;0
5.852505;4.887682;4.887682;2.919865;1.1407785;0.0;0
3.5340111;8.463358;2.6384015;2.6384015;1.1670505;0.0;0
5.950063;5.6139297;5.6139297;5.3677416;1.0343418;0.0;0
0.32575834;2.1824017;2.1824017;2.1824017;0.86037445;0.0;0
9.589736;7.3815446;0.1599505;0.1599505;0.9384992;0.0;0
4.874804;6.8452764;0.6386889;0.6386889;1.0251504;0.0;0
7.8490787;3.6856406;3.6856406;3.6856406;0.7594893;0.0;0
0.919027;0.5583221;0.5583221;0.5583221;1.0698211;0.0;0
4.9179173;0.17786042;0.17786042;0.17786042;1.1774348;0.0;0
4.957999;8.27139;0.1648238;0.1648238;0.91281766;0.0;0
9.384481;3.283418;3.283418;3.283418;1.0898948;0.0;0
5.7601075;1.463922;1.463922;1.463922;0.99178165;0.0;0
4.787545;5.2336574;0.7785943;0.7785943;0.75198877;0.0;0
2.7430592;9.216249;7.391097;7.391097;0.8919961;0.0;0
3.382533;0.18396056;0.18396056;0.18396056;1.0139301;0.0;0
5.254657;0.655821;0.655821;0.655821;1.1124543;0.0;0
4.4452233;4.228745;0.5785794;0.5785794;0.9510169;0.0;0
0.3139596;6.7920623;6.7920623;5.5613856;0.8431227;0.0;0
8.28029;4.8133945;4.8133945;2.0944018;0.78052485;0.0;0
8.971992;8.985729;4.056109;2.2225091;1.107346;0.0;0
1.488466;0.5364371;0.5364371;0.4382021;0.9325207;0.0;0
5.5849576;3.4673946;3.4673946;3.4673946;1.0735521;0.0;0
1.1748998;3.578344;3.578344;1.3361487;0.8608759;0.0;0
6.755177;3.4672596;3.4672596;3.4672596;1.1273428;0.0;0
2.8842144;4.9280906;1.3308519;1.3308519;0.9221931;0.0;0
6.628284;7.9267125;7.633064;0.75881267;0.7761843;0.0;0
7.2972465;3.247038;3.247038;3.247038;1.0051167;0.0;0
7.70961;7.4703836;7.4703836;7.4703836;1.1157234;0.0;0
1.1666354;1.5500082;1.5500082;1.5500082;1.2162486;0.0;0
9.168517;5.651176;0.6376091;0.6376091;1.2354289;0.0;0
2.3791184;3.8133714;3.8133714;0.20204067;0.9782098;0.0;0
0.4703843;5.438187;5.438187;4.7108164;1.0559367;0.0;0
5.5930395;1.1667225;1.1667225;1.1667225;1.0286105;0.0;0
3.7721307;9.539282;7.6599755;3.2262268;1.0167708;0.0;0
8.3149185;9.07152;0.44921005;0.3349441;0.8072696;0.0;0
8.101689;8.281323;1.8539256;0.44994012;1.0854325;0.0;0
3.239675;8.93855;5.6797185;5.6797185;1.2326351;0.0;0
9.533704;1.55221;1.55221;1.55221;0.81340146;0.0;0
2.9800866;5.0868454;5.0868454;2.162521;0.90592724;0.0;0
5.1990657;3.2473006;3.2473006;3.2473006;0.788525;0.0;0
2.6340544;8.88512;6.632633;6.632633;0.95139146;0.0;0
9.366832;1.9754331;1.9754331;1.9754331;0.9908361;0.0;0
1.7296174;2.277459;2.277459;2.277459;0.929009;0.0;0
0.54461515;6.8984733;6.8984733;2.9963024;0.9882911;0.0;0
4.4074607;0.98010665;0.98010665;0.98010665;1.1514834;0.0;0
9.924518;7.3504353;7.3504353;4.9902034;0.8569618;0.0;0
8.927605;2.75446;2.75446;1.4395452;1.1289859;0.0;0
7.5112195;6.64326;6.64326;2.096966;1.146644;0.0;0
8.918846;8.743074;1.4803705;1.4803705;1.0405666;0.0;0
8.945122;6.135153;6.135153;4.0912166;0.9076606;0.0;0
5.2366977;2.205569;2.205569;2.205569;1.2182504;0.0;0
3.2276976;0.5867387;0.5867387;0.5867387;0.93195176;0.0;0
7.7429233;0.5416783;0.5416783;0.5416783;0.7749606;0.0;0
6.6504464;0.9792376;0.9792376;0.9792376;0.81804395;0.0;0
3.7992115;5.8401976;1.1883715;0.3371248;1.195795;0.0;0
1.03522;3.5473568;3.5473568;3.5473568;0.82498825;0.0;0
7.493217;2.5067592;2.5067592;2.5067592;0.97369707;0.0;0
2.698359;2.2711349;2.2711349;2.2711349;1.0959858;0.0;0
9.37445;9.490957;3.465105;3.465105;1.0368223;0.0;0
2.4856086;1.2762841;1.2762841;1.2681655;1.0766859;0.0;0
1.3153036;3.1176627;3.1176627;3.1176627;0.9244073;0.0;0
8.328015;4.767625;4.767625;4.767625;1.0811181;0.0;0
1.6175147;0.10445031;0.10445031;0.10445031;0.75454277;0.0;0
1.8747562;9.217437;7.086825;7.086825;0.8816251;0.0;0
6.03389;1.081076;1.081076;1.081076;0.81179994;0.0;0
8.758164;6.856459;0.78080565;0.78080565;0.9776315;0.0;0
2.0447032;6.325768;5.4207997;4.6454825;0.82291156;0.0;0
3.1722043;8.109733;7.26221;2.0867686;1.0236856;0.0;0
7.796308;6.5487385;3.0616832;3.0616832;0.8403325;0.0;0
9.721082;7.7169356;1.4934362;1.4934362;0.95713234;0.0;0
5.0573378;4.2703614;4.2703614;4.2703614;0.78711075;0.0;0
1.5245852;4.9381747;4.9381747;1.6180117;0.96999013;0.0;0
0.23796925;7.046455;6.222499;3.6184947;1.1539917;0.0;0
2.3735948;5.7274246;5.7274246;5.7274246;0.9084506;0.0;0
1.4050399;5.164232;5.164232;5.164232;1.1031584;0.0;0
6.8088207;2.1350281;2.1350281;2.1350281;0.962993;0.0;0
1.3061419;2.6552718;2.5173986;2.5173986;0.8671059;0.0;0
5.112666;3.6491227;3.6491227;3.6491227;0.9017393;0.0;0
6.973198;0.19191542;0.19191542;0.19191542;0.9012891;0.0;0
5.8530545;4.2318983;4.2318983;3.2591236;1.1211895;0.0;0
2.077779;0.12740791;0.12740791;0.12740791;0.850468;0.0;0
8.060833;5.6936526;5.6936526;5.497901;1.2388858;0.0;0
7.1825304;7.069885;7.069885;7.069885;1.0937421;0.0;0
7.4159417;5.6652713;4.078127;4.078127;0.9505772;0.0;0
1.3974718;6.965848;6.965848;5.01804;1.249002;0.0;0
1.3251626;0.10013037;0.10013037;0.10013037;0.85808575;0.0;0
9.282869;0.68847555;0.68847555;0.68847555;1.1314557;0.0;0
4.036024;7.014778;7.014778;3.4322834;0.8854684;0.0;0
3.079392;8.048712;0.4918268;0.4918268;1.0217823;0.0;0
4.936982;7.2052455;7.2052455;7.2052455;0.7772107;0.0;0
6.662356;6.663821;3.9248297;3.9248297;1.1732296;0.0;0
9.56067;7.1030884;7.1030884;6.0380735;0.93307596;0.0;0
2.9358177;7.4219403;7.4219403;7.3155556;1.0422432;0.0;0
9.255604;7.271337;7.271337;6.252268;1.2136419;0.0;0
0.34610897;7.406284;7.406284;4.3597493;0.76512337;0.0;0
5.596461;0.8327951;0.8327951;0.8327951;1.2340087;0.0;0
6.3763537;0.72638834;0.72638834;0.72638834;1.0125897;0.0;0
1.1483843;3.6750875;3.6750875;3.6750875;1.1403732;0.0;0
1.489362;5.3232074;1.2390435;1.2390435;0.9865224;0.0;0
4.249232;7.6499286;7.6499286;5.6822104;1.1579539;0.0;0
9.665696;3.4136074;3.4136074;1.0940683;1.1902794;0.0;0
6.000821;2.823659;2.823659;2.823659;0.940837;0.0;0
9.33693;7.836338;2.5361726;2.5361726;1.1113161;0.0;0
8.063173;2.5684347;2.5684347;1.0904244;1.2493091;0.0;0
4.727078;8.22633;4.600062;4.600062;1.1285658;0.0;0
7.8691583;1.8536222;1.8536222;1.8536222;1.2284399;0.0;0
0.27658415;3.658788;3.658788;3.658788;1.1183087;0.0;0
1.1805255;4.0706487;4.0706487;3.3911433;0.91494346;0.0;0
8.311343;3.0651534;3.0651534;0.18548328;1.1635759;0.0;0
7.988489;0.13323344;0.13323344;0.13323344;1.0831704;0.0;0
2.4031434;2.4315417;1.1038649;1.1038649;0.766534;0.0;0
5.354619;3.4427702;3.4427702;3.4427702;0.83621705;0.0;0
6.0995564;3.2048864;3.2048864;3.2048864;0.8806365;0.0;0
8.690616;7.8769994;0.62525874;0.62525874;1.121782;0.0;0
6.0707607;0.5689409;0.5689409;0.5689409;1.1485664;0.0;0
4.1844587;3.950592;3.950592;3.950592;1.1634427;0.0;0
3.8044221;0.471403;0.471403;0.471403;0.78360736;0.0;0
4.3162327;9.313411;4.298123;4.298123;0.78607833;0.0;0
6.554117;7.9230733;4.8725896;4.8725896;0.8997216;0.0;0
8.688157;9.8234;9.225916;4.4414387;1.0906217;0.0;0
4.5935793;9.110589;3.2251973;1.4640193;1.1710925;0.0;0
2.5536118;3.2265465;1.7698178;1.7698178;1.1846879;0.0;0
2.4429574;6.946676;0.17433175;0.17433175;0.8537577;0.0;0
7.4855413;3.1348855;1.3039203;1.3039203;1.1337076;0.0;0
8.184031;8.8932905;7.533573;7.533573;1.0703875;0.0;0
1.142253;4.1664534;4.1664534;1.0122118;1.213365;0.0;0
0.7589327;3.8212867;2.0673778;2.0673778;1.1364305;0.0;0
5.9848933;9.149281;9.149281;7.9941645;1.0143106;0.0;0
1.5471151;8.383729;7.8966293;4.699327;1.1415972;0.0;0
8.264175;9.667494;1.2322104;1.2322104;0.90413886;0.0;0
3.1723132;0.75823206;0.75823206;0.75823206;1.1430726;0.0;0
1.5243322;2.509055;2.509055;2.38203;1.1405842;0.0;0
9.2176075;3.0784917;3.0784917;3.0784917;1.1776043;0.0;0
1.738764;4.3010855;4.3010855;1.2381848;0.871198;0.0;0
2.9187288;4.7839875;0.8548694;0.8548694;1.1745005;0.0;0
1.6207726;2.985577;2.985577;2.985577;0.8345251;0.0;0
1.2433516;7.9254594;0.856473;0.856473;1.1359499;0.0;0
0.30936536;2.310117;2.310117;2.310117;1.2149588;0.0;0
0.64841455;6.9955215;6.9955215;1.2274967;0.76789904;0.0;0
1.8289505;8.532506;7.1389985;7.1389985;1.0630063;0.0;0
0.62848115;6.0766125;0.12096645;0.12096645;1.0797958;0.0;0
5.952324;3.6061733;2.099235;2.099235;1.1575714;0.0;0
6.8390737;1.9601233;1.9601233;1.9601233;0.8014117;0.0;0
3.9969416;1.4300274;1.3488604;1.3488604;1.2047154;0.0;0
3.248112;7.46733;3.3311512;3.3311512;1.2468935;0.0;0
5.0948095;4.7444067;1.9205061;1.9205061;1.0860527;0.0;0
8.762549;0.55856353;0.55856353;0.55856353;0.9649665;0.0;0
8.526203;9.840011;8.382595;4.1199183;1.0675077;0.0;0
0.53040314;6.7459016;0.70728326;0.70728326;0.77735305;0.0;0
1.8968343;8.457407;5.4068947;5.4068947;1.126517;0.0;0
2.4437742;4.438068;4.438068;4.438068;0.7849833;0.0;0
2.568937;9.558843;0.6701432;0.5914554;0.9112955;0.0;0
5.7552032;2.0752976;2.0752976;0.3637227;0.81969935;0.0;0
4.220998;1.9328476;1.9328476;1.9328476;1.1130207;0.0;0
0.5876158;8.914314;8.3520975;1.2739081;1.0472142;0.0;0
3.79878;8.927999;7.9968305;5.3063684;1.0996019;0.0;0
5.2851543;5.0402927;5.0402927;2.0813272;0.78228307;0.0;0
1.1065519;1.3452849;1.3452849;0.2588814;0.9352032;0.0;0
8.35124;3.1216428;3.1216428;2.8979583;0.9530848;0.0;0
0.6144225;7.566108;6.336822;5.14111;1.0511993;0.0;0
9.255935;8.47532;3.8489673;3.8489673;0.80116534;0.0;0
1.0812201;3.541782;0.8986326;0.8986326;1.0736185;0.0;0
8.451392;0.7062135;0.7062135;0.7062135;0.9473493;0.0;0
9.036266;6.6906943;2.5888762;2.0745814;1.20296;0.0;0
9.7977495;7.4210205;3.065888;3.065888;0.9749046;0.0;0
8.040056;4.297745;4.297745;2.606519;0.80103576;0.0;0
7.816828;5.8726664;5.8726664;5.8726664;0.801701;0.0;0
6.4605846;9.874978;1.522371;1.522371;0.8771478;0.0;0
7.8120637;2.5254862;2.5254862;2.5254862;0.8699058;0.0;0
1.4320669;5.772479;5.772479;5.772479;1.1483431;0.0;0
5.4070735;6.148508;5.036221;5.036221;1.1111943;0.0;0
5.1908064;5.5361614;5.5361614;5.370246;0.78833634;0.0;0
8.589964;8.704383;7.1655626;3.6884553;1.175717;0.0;0
4.6817136;6.0895743;5.97718;0.308158;0.798065;0.0;0
3.912386;5.1281114;2.174315;2.174315;1.1428139;0.0;0
6.4316764;1.3178488;1.3178488;1.3178488;0.80580854;0.0;0
2.7379868;7.061771;7.061771;1.4350951;0.9381792;0.0;0
1.4837073;1.4078629;1.4078629;1.3085881;1.1254653;0.0;0
4.830985;0.36304194;0.36304194;0.36304194;0.8768175;0.0;0
4.227205;4.9364586;2.7356482;2.7356482;0.80666494;0.0;0
2.4024425;5.767208;4.8575015;4.8575015;1.1435976;0.0;0
3.7383668;9.990635;3.8814511;3.8814511;1.0954878;0.0;0
3.7272851;7.152035;7.152035;0.16132337;1.195634;0.0;0
3.342206;8.501044;4.243883;4.243883;1.0707762;0.0;0
3.8566945;3.5292416;3.5292416;1.7402896;0.7869754;0.0;0
6.8888593;5.138255;5.138255;3.2571225;1.0693173;0.0;0
3.039077;9.745263;5.288834;5.288834;1.1612536;0.0;0
9.493693;4.2321467;1.6859368;1.6859368;0.7918393;0.0;0
9.171845;8.0921755;2.783216;2.783216;0.81784666;0.0;0
4.8610134;5.3072925;5.3072925;5.3072925;1.0887836;0.0;0
3.350776;2.3172224;2.3172224;0.70649683;1.1456653;0.0;0
5.4008045;5.8461447;4.5294914;0.85529906;0.92657554;0.0;0
8.500749;2.258814;2.258814;1.6360931;1.1176308;0.0;0
6.5606146;0.1299672;0.1299672;0.1299672;0.8336841;0.0;0
8.063479;2.4353704;1.2096349;1.2096349;0.9720027;0.0;0
5.3739505;2.0121238;2.0121238;2.0121238;1.1239871;0.0;0
6.3658843;3.7721198;3.7721198;3.7721198;0.8494931;0.0;0
2.9527407;8.897109;8.102607;7.847626;0.9244482;0.0;0
7.3754425;3.9397454;1.0042777;1.0042777;1.0645329;0.0;0
2.1038055;8.467358;2.3236506;0.9460288;0.9229976;0.0;0
6.9785013;5.600569;4.1890893;4.027987;1.1870792;0.0;0
8.621119;0.17538556;0.17538556;0.17538556;1.228363;0.0;0
1.4078181;1.9684935;1.1784877;1.1784877;1.0711447;0.0;0
6.182359;9.319653;6.3251243;6.3251243;1.1412001;0.0;0
1.0414479;6.081317;5.123987;5.123987;1.2033483;0.0;0
7.2845845;9.302514;1.6343986;1.6343986;1.1009296;0.0;0
0.93648285;3.1701882;3.1701882;3.1701882;1.1366571;0.0;0
9.365805;7.1939673;0.713948;0.713948;0.7901096;0.0;0
1.4603385;7.743049;3.8921065;3.8921065;1.1618813;0.0;0
9.592915;9.759426;7.9459276;5.939734;0.8872823;0.0;0
8.028753;0.2799472;0.2799472;0.2799472;0.78540224;0.0;0
5.977452;9.527148;2.527823;2.0394237;1.0447358;0.0;0
7.8479786;3.9767432;3.9767432;3.9767432;0.8633935;0.0;0
7.971637;8.396125;8.396125;3.7742593;0.7899234;0.0;0
9.465668;5.4926577;5.4926577;5.4926577;1.0547807;0.0;0
2.6084952;5.6900306;5.6900306;5.6900306;0.7992762;0.0;0
5.9417515;3.6578412;2.5371406;2.5371406;1.1936138;0.0;0
1.040987;8.301879;0.7828449;0.7828449;1.2346362;0.0;0
6.2000403;2.7137344;2.7137344;1.7839186;1.1190962;0.0;0
1.7957839;4.97319;4.9602137;4.8059807;0.8938316;0.0;0
5.6930113;5.6457276;3.5298934;3.5298934;1.0312705;0.0;0
5.767062;7.4509587;0.64680505;0.64680505;0.76569283;0.0;0
4.713253;4.76919;0.73978233;0.73978233;1.0606997;0.0;0
5.2740545;6.8348007;0.9980929;0.9980929;0.8819204;0.0;0
7.662842;4.9044113;1.9180609;1.9180609;0.9775121;0.0;0
8.012523;6.6272745;6.6272745;0.33276325;0.839434;0.0;0
4.9723167;6.77402;2.885901;2.2346768;1.2432759;0.0;0
6.035975;7.1234713;7.1234713;7.1234713;0.85371226;0.0;0
9.319239;8.250668;0.29219642;0.29219642;0.95846754;0.0;0
1.2853625;5.453153;3.285969;0.23683713;0.8773004;0.0;0
1.2593253;2.0134537;2.0134537;2.0134537;1.0207938;0.0;0
0.96831924;6.8284445;1.9319037;1.9319037;1.202671;0.0;0
6.6128464;0.863469;0.863469;0.863469;0.83169425;0.0;0
4.244222;2.2676547;2.2676547;2.2676547;0.82040644;0.0;0
7.765782;7.9423594;1.3017777;1.3017777;0.78703254;0.0;0
6.745191;4.4071946;0.6265136;0.6265136;1.0446757;0.0;0
3.4030137;5.0306373;5.0306373;5.0306373;1.0510385;0.0;0
8.993829;9.87523;4.1074386;4.1074386;1.1606952;0.0;0
7.6490684;2.4282076;2.4282076;2.4282076;1.1679807;0.0;0
2.778296;0.29357222;0.29357222;0.29357222;0.8009712;0.0;0
3.705501;1.2025888;1.2025888;1.2025888;1.2052627;0.0;0
3.2129557;2.5205684;2.5205684;2.5205684;1.1646916;0.0;0
1.6603553;7.286608;6.784017;1.6911286;1.0736235;0.0;0
1.5630554;7.780638;3.0031543;3.0031543;0.92353004;0.0;0
9.367661;5.6983404;5.6983404;5.6983404;1.122793;0.0;0
4.43525;2.6249592;2.6249592;2.6249592;1.0603368;0.0;0
3.8948662;5.265245;5.265245;0.6844996;0.9265232;0.0;0
7.3238883;0.2480798;0.2480798;0.2480798;0.75662786;0.0;0
5.574631;6.849829;6.2334714;2.281195;1.0462304;0.0;0
9.367785;6.1815457;6.1815457;6.1815457;1.0382456;0.0;0
7.824985;0.31578574;0.31578574;0.31578574;0.827289;0.0;0
4.845759;8.188416;8.188416;7.777276;1.203163;0.0;0
3.8259587;7.6579227;4.9450874;4.9450874;0.8296382;0.0;0
9.867652;3.151415;3.151415;3.151415;0.8935481;0.0;0
7.2058263;6.3902287;6.3902287;6.3902287;0.935994;0.0;0
9.516828;6.0547805;0.4040965;0.4040965;1.0914829;0.0;0
1.2729379;1.5174848;1.5174848;1.5174848;0.79082006;0.0;0
8.520284;2.013267;2.013267;1.141542;1.1011872;0.0;0
6.4070315;6.863741;5.441995;2.2393005;0.95723885;0.0;0
1.3070246;9.342161;8.241694;6.5584173;0.8414731;0.0;0
5.923754;5.805215;1.4969295;1.360684;0.8060402;0.0;0
6.892354;5.72135;5.72135;5.72135;0.956168;0.0;0
0.22179659;6.5021486;6.5021486;2.3477554;0.9729914;0.0;0
4.597748;4.461725;4.461725;0.9705168;0.8186508;0.0;0
8.271455;0.63630325;0.19984685;0.19984685;0.99123293;0.0;0
3.0240543;4.0253882;4.0253882;0.58422476;1.0012193;0.0;0
4.639626;9.012497;1.3098793;1.3098793;1.2405052;0.0;0
4.47891;8.068974;5.41581;5.41581;1.1066521;0.0;0
3.0890813;9.281493;2.539061;2.539061;0.7560845;0.0;0
9.1925745;1.6130327;1.6130327;1.6130327;0.9884341;0.0;0
7.8348107;5.1089816;0.46656325;0.46656325;0.76079494;0.0;0
1.1948253;5.8888087;2.4594936;2.4594936;1.0056065;0.0;0
9.970643;2.1782625;2.1782625;2.1782625;0.91896856;0.0;0
8.80408;2.0896053;2.0896053;1.4442046;1.2017534;0.0;0
2.9106936;7.842126;5.8779325;0.6601557;0.9966445;0.0;0
8.385276;6.751334;6.751334;6.751334;1.1749521;0.0;0
1.1535534;6.507157;6.507157;6.507157;1.0419362;0.0;0
9.991137;2.7431757;2.7431757;1.832311;0.9482566;0.0;0
