[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
665.29736;158.01662;183.2668;71.58731;6.4717975;0.24168283;1.7409754;0.8766729;1.0117924;0.85081124;0.0;0
561.46185;356.49924;720.9064;62.648384;0.4300541;1.7464688;1.3396341;0.2766871;0.2559272;1.1920729;0.0;0
786.0592;720.13763;716.6185;9.120995;0.67405856;1.0242076;0.3461008;0.8105339;0.33118093;0.902187;0.0;0
667.6704;182.71753;520.2809;36.74012;7.1703496;0.6504825;0.5865756;1.5278702;1.0290787;1.0419393;0.0;0
412.323;585.5378;233.21297;54.704685;6.35533;0.042565856;0.39642513;0.63466644;1.1424509;1.1183897;0.0;0
815.8802;422.53403;140.97095;32.587223;6.8048224;1.1997144;1.580704;1.2697351;0.43194914;0.95960087;0.0;0
175.30319;61.063747;957.6825;76.05705;2.3173943;1.5671836;1.4529498;0.6620228;0.5497649;0.800669;0.0;0
32.48495;933.7445;659.2544;31.857983;9.849041;1.3036219;0.6157746;0.3027363;0.5753741;1.2111685;0.0;0
99.147385;419.4671;811.14905;82.88555;5.5881677;1.5775614;0.11812532;1.4853612;0.29220155;1.0737505;0.0;0
725.13574;786.0873;700.0008;14.758698;9.695786;0.3184218;0.3457941;1.1827314;1.9317845;1.1961987;0.0;0
467.25845;422.15036;831.17896;76.96232;1.6500639;1.9436889;1.263454;1.6526607;1.3874779;1.1338633;0.0;0
169.65906;937.9867;170.8659;18.428198;4.056944;0.43055326;0.18984188;1.3611187;0.23057525;1.1369909;0.0;0
506.03433;297.56564;501.9807;52.84873;3.3634984;0.5408914;1.0775664;1.6362123;0.7207488;1.0449412;0.0;0
160.78899;418.10834;670.45355;32.120384;7.5531983;1.0295358;1.2297287;0.31834668;0.35347956;0.75309694;0.0;0
699.3572;761.2756;112.356;63.76971;7.4782386;0.020339098;1.3786297;1.2330215;0.47642842;1.1913291;0.0;0
451.6947;350.23065;158.45738;21.352766;4.8705726;0.8904725;0.25945795;0.7410834;1.8795608;1.1654621;0.0;0
387.21103;370.7135;637.64276;79.56143;0.17131856;0.3994933;0.9248147;1.4955479;0.28213838;1.1135044;0.0;0
308.49698;994.87494;870.01874;57.401028;1.760305;1.5005461;0.9321593;1.1643713;1.7608254;1.1890796;0.0;0
633.9798;560.0584;663.812;95.73159;0.51215404;1.5179292;1.6722124;0.11781839;1.6852517;0.842104;0.0;0
368.1945;692.48663;45.842766;71.20586;8.471676;1.2353123;0.9427469;1.0717565;1.4898999;0.8909294;0.0;0
96.77342;647.0276;970.7286;60.778816;2.904818;0.8491535;0.8195236;1.4911398;0.9984768;0.8285607;0.0;0
126.82584;829.6449;148.11183;82.93295;1.1880472;0.6273657;0.25568628;0.5329489;0.5241516;1.0733094;0.0;0
962.2787;863.20685;240.23662;22.04629;3.548182;1.6566494;1.3919841;1.3125077;1.6636499;0.96919596;0.0;0
909.4949;567.6236;975.2176;63.31097;0.7821203;1.0191163;1.243381;1.6834422;1.6698092;0.80132204;0.0;0
702.7101;301.6105;773.3227;39.101345;9.788783;0.9979689;1.4367301;0.13968341;1.0553788;1.0378186;0.0;0
273.21127;32.572247;937.21094;74.40472;3.156929;0.23573145;1.3160037;1.1602645;0.10475064;0.9194929;0.0;0
969.4846;618.2592;808.55347;2.544494;9.331336;0.44458225;1.7518148;1.7763258;0.39399275;0.9952539;0.0;0
780.9634;827.2142;655.2171;42.828438;6.8304596;0.7273737;1.7559187;0.26157558;0.12160608;0.88069093;0.0;0
719.7213;456.0344;291.70746;65.20502;5.6654086;1.4007171;0.62228966;0.5458029;0.36787766;0.8305744;0.0;0
454.8679;173.05908;333.61264;46.11787;4.760215;1.6920893;0.373;1.2555889;1.0217583;0.9754072;0.0;0
279.51913;295.20126;947.79834;23.873362;6.8769274;1.9857919;1.8536903;1.174516;1.7098051;0.8630742;0.0;0
105.427055;514.88904;862.01935;46.48849;6.8658905;0.86058986;1.4289494;1.5888582;1.3099413;0.9525068;0.0;0
903.57635;838.3144;365.89554;84.98948;0.1151054;0.9118767;1.942245;1.2618152;1.205797;0.9411377;0.0;0
461.21854;180.03561;379.53473;20.763218;9.078759;1.5344604;0.99894184;1.1559316;1.4984275;1.2202126;0.0;0
210.33974;616.0284;304.71744;36.7805;3.6859546;0.6492417;1.9248643;0.9091843;1.2834238;0.8434223;0.0;0
312.89706;755.8349;332.86884;99.034515;3.5391984;1.0856308;0.2542104;0.16571607;0.89242023;0.8932212;0.0;0
583.42737;936.6871;862.0608;91.290436;4.0718393;1.3572645;1.1848254;1.1862657;1.6325732;1.1459322;0.0;0
185.00505;125.53665;20.401789;3.4934373;6.855975;0.48013693;0.99850327;0.3216854;0.6272671;0.8979312;0.0;0
858.04816;927.12775;441.6921;53.080162;3.7664173;0.566384;0.0152633935;1.9917405;1.8569486;0.9901315;0.0;0
760.9343;605.4529;943.41125;6.6347613;3.7445724;0.7188194;0.39386845;0.16621517;0.24121925;1.1309736;0.0;0
722.2683;769.03455;547.21;92.3981;0.6440141;1.1595929;0.31540957;0.16067545;1.278983;0.7521938;0.0;0
437.7721;63.23696;455.94135;44.21034;4.1722503;0.54812676;0.13101049;1.5767856;1.0060276;1.2282795;0.0;0
631.03577;511.08667;319.2461;41.901855;1.5032899;0.42425388;1.8968166;0.21131887;0.8572657;0.9814165;0.0;0
588.257;626.4034;83.1735;27.367308;8.557337;0.30752134;1.9310807;0.8161018;0.8651356;1.1297249;0.0;0
653.34814;313.7655;232.24161;56.925014;3.3517656;1.6205267;1.7845825;1.855723;0.09399297;1.2104037;0.0;0
93.59988;437.3337;99.553825;14.585372;9.609065;1.7730833;1.977873;1.5778861;1.5055125;1.188402;0.0;0
421.64932;558.7551;135.43243;79.9156;6.848435;1.8103967;1.6630218;0.47335598;0.7111707;0.8601895;0.0;0
51.198032;557.02246;171.88138;49.171913;7.563954;1.645051;1.8650403;0.50954944;0.95850635;1.0275936;0.0;0
499.0509;51.44291;309.00912;56.689644;9.478034;0.28320557;0.40328595;1.1886178;1.6967123;0.9553274;0.0;0
336.5626;445.08694;20.906513;84.0964;2.3969584;0.20452636;0.52119887;0.9780139;1.158446;1.0161813;0.0;0
153.07895;221.67998;950.64246;18.596363;5.6772366;1.003337;1.7255116;0.24232526;1.7043588;1.1398153;0.0;0
112.368935;917.52814;132.5809;17.600788;0.41685078;1.0476396;0.96413285;0.3257082;0.282788;0.9272396;0.0;0
591.7681;976.8142;389.31738;42.13809;1.0165793;1.4683181;1.4367751;1.6077636;0.57081693;0.98860484;0.0;0
178.88704;306.65042;880.7323;78.63421;3.6722033;0.4535327;1.1281991;0.6961336;0.4635855;1.0539896;0.0;0
925.8689;183.43355;115.50229;5.948701;6.8281937;1.8625898;0.6182211;1.6000344;1.7738053;0.8852817;0.0;0
585.25055;227.30911;488.76822;79.537506;8.318619;0.6267603;0.5768213;0.38775632;1.5652988;1.0533024;0.0;0
353.4011;482.97473;846.33575;50.125584;2.571478;1.1598399;1.4988774;1.2028707;1.6698607;0.82445616;0.0;0
595.00635;875.76056;561.393;56.22017;7.4932814;1.7297851;1.0688692;1.0151664;1.1416802;1.0608232;0.0;0
32.575832;505.03586;218.24016;56.482155;2.2506688;1.0516617;0.7251775;0.6595071;0.44929034;0.8216158;0.0;0
958.97363;64.83814;738.1544;5.711122;0.07049551;1.5095793;1.237909;1.2210683;0.7602268;1.13783;0.0;0
487.4804;49.486748;684.52765;25.052103;0.5535861;1.5005622;0.84567577;0.25782433;1.1050987;0.84701055;0.0;0
784.9079;235.11703;368.56406;75.554214;5.8597307;1.5821422;0.9553989;1.7143722;0.047767367;1.0730592;0.0;0
91.9027;844.34357;55.83221;41.285583;4.976504;1.623986;1.3590403;1.4893329;1.282888;1.0405989;0.0;0
491.79175;625.26575;17.786043;56.095646;2.711548;0.79100126;0.9213508;0.5810769;1.7111903;0.96266574;0.0;0
495.79993;567.32825;827.139;94.49238;0.07541311;0.73347694;1.9003818;1.164502;0.6580143;1.0727297;0.0;0
938.4482;325.7799;328.3418;4.7225494;5.6844234;1.6089612;0.97553337;1.8053161;1.3627812;1.1732581;0.0;0
576.01074;930.13116;146.3922;45.023067;8.177891;1.1636237;1.9240274;0.85038656;0.97229093;0.8100846;0.0;0
478.75452;337.86646;523.3657;36.191284;0.6947633;1.2193494;1.6968994;0.7330498;0.01791521;1.0882145;0.0;0
274.3059;836.595;921.62494;10.734298;7.3673797;0.8297153;1.7829454;1.5999048;0.57514447;0.95506203;0.0;0
338.2533;896.94446;18.396055;95.08436;6.3490806;0.41121316;1.5289179;0.012360182;1.0604419;1.0869623;0.0;0
525.4657;488.50165;65.58211;96.14981;4.798754;0.91929185;1.213006;1.3758827;1.4525678;1.1875188;0.0;0
444.52234;895.3464;422.87448;31.217667;0.49293014;1.9395964;1.0700086;0.43945405;0.8100472;1.0764188;0.0;0
31.39596;284.03525;679.20624;94.67699;9.236479;0.5888251;1.1077937;1.3915515;0.38062835;0.8299138;0.0;0
828.029;661.8491;481.33945;3.6138432;4.7796354;0.5512964;0.41089493;0.881423;0.13148895;0.95806706;0.0;0
897.19916;97.084114;898.57294;98.09151;4.002074;0.2702605;0.4366458;0.050387498;1.4322373;1.0247244;0.0;0
148.8466;479.1949;53.64371;83.60961;8.616139;0.9675491;0.07798204;1.7497771;0.73643225;0.8134385;0.0;0
558.4958;225.15848;346.73947;21.51159;8.457327;0.58417547;1.493665;1.0976142;1.2977374;1.0718056;0.0;0
117.48998;72.13564;357.8344;59.994762;7.2753367;1.3773762;0.25847837;0.63406646;0.45128617;1.1066209;0.0;0
675.5177;13.688253;346.72595;79.850105;8.295306;0.2788979;1.1684768;1.4097254;1.5118243;1.1312577;0.0;0
288.42145;331.5046;492.80905;31.997967;1.2520416;0.50215185;0.28446695;0.9969216;0.6953285;0.8099511;0.0;0
662.8284;593.6353;792.67126;35.439804;7.6115465;0.13308358;0.142428;0.0795477;0.114213675;1.102572;0.0;0
729.7247;460.67804;324.7038;62.93438;3.2870605;0.0925271;1.0718528;1.3040103;1.0253646;0.93309194;0.0;0
770.961;308.75162;747.0384;14.794696;8.676273;1.6301455;1.7474608;1.9393679;1.4655788;0.85561407;0.0;0
116.663536;991.288;155.00082;11.90924;3.7086124;1.8126974;0.7184687;0.45173907;1.8656694;1.012173;0.0;0
916.85175;940.12976;565.1176;25.055548;0.5524965;1.5301387;1.8392627;1.7272229;1.942007;1.0363594;0.0;0
237.91185;134.39677;381.33716;74.15185;4.1496587;1.7316753;0.030511204;1.2457799;0.918275;0.978382;0.0;0
47.03843;420.95636;543.81866;36.723263;7.5702024;0.18232633;0.9368206;0.16501778;1.227628;1.1704226;0.0;0
559.30396;652.35846;116.67226;50.785088;5.0143113;1.7972872;0.30206123;1.4626502;1.1188697;0.82789844;0.0;0
377.21307;736.1559;953.9282;19.625511;7.638703;0.9374193;0.6384032;0.8885654;1.0717478;0.95357674;0.0;0
831.4918;372.70844;907.152;19.491156;0.36238468;1.5396012;0.05722614;1.5895306;0.23793285;0.88350815;0.0;0
810.16895;748.819;828.1323;65.08008;1.7798704;1.235357;0.0803415;1.2751336;1.3450215;0.77440006;0.0;0
323.9675;132.90851;893.855;10.926687;5.6404433;0.70624095;1.4284992;0.015541483;1.9308878;0.919532;0.0;0
953.3704;338.4945;155.221;66.81729;3.8592844;0.53695005;1.3125348;0.26133144;0.26233774;1.1090379;0.0;0
298.00867;719.26886;508.68457;40.130116;6.8049555;0.24507903;0.42458755;0.71135485;0.6305905;1.0116245;0.0;0
519.90656;629.42596;324.73007;67.159966;9.6259165;0.8311757;1.8032864;0.9688901;0.16332933;0.9593733;0.0;0
263.40543;838.83813;888.5121;38.234776;6.602021;0.9932644;1.3790741;1.8649333;0.811538;0.9873524;0.0;0
936.6831;56.38845;197.5433;84.62061;4.1794553;1.9663991;0.67898446;1.6457247;0.9685275;0.90625095;0.0;0
172.96175;182.6478;227.7459;5.650061;5.4282165;0.08420805;0.8212298;1.6052147;0.722456;0.81108177;0.0;0
54.461514;58.009636;689.8473;89.3404;9.129136;1.1843969;0.59218603;1.083757;0.95839846;1.0452149;0.0;0
440.7461;200.19308;98.010666;26.93925;6.7331624;1.0547397;1.6628904;0.19479877;1.6079041;1.1576962;0.0;0
992.4518;14.239983;735.0435;4.349967;8.033763;0.05556342;0.99298024;1.494157;0.43570796;1.1445266;0.0;0
892.7605;509.1682;275.446;56.284203;3.0221689;0.6661872;0.2792621;0.18223116;1.5183637;0.8666709;0.0;0
751.12195;533.03125;664.326;22.512987;7.4457684;0.85162556;0.41141036;0.19198096;1.5886431;0.96714383;0.0;0
891.8846;661.31287;874.30743;45.974392;1.4029194;0.99359685;0.60019237;0.51762104;1.1664549;1.0260612;0.0;0
894.51215;391.06332;613.51526;80.25119;7.5002584;0.4745776;0.8122748;1.8459018;0.63748914;1.151226;0.0;0
523.6698;13.175613;220.5569;79.17552;8.816771;0.07785944;1.1893533;1.5023384;1.8736366;0.84825367;0.0;0
322.76978;677.1522;58.67387;60.07852;9.003323;0.5947478;1.9286883;0.16253857;0.73416805;0.8161159;0.0;0
774.2923;63.748177;54.16783;97.789406;1.1747347;1.67436;0.531238;1.8386317;0.109343156;1.2158117;0.0;0
665.0447;867.5087;97.92376;46.428734;8.300522;1.6176372;0.6635231;1.5689166;0.28081483;0.8228599;0.0;0
379.92114;32.42745;584.0197;4.0349;1.1082659;0.36969405;0.05766448;1.2112491;1.7842641;1.2445548;0.0;0
103.522;535.17035;354.7357;81.96057;4.7891855;1.2961373;0.7513784;0.26265442;0.3084532;1.0494868;0.0;0
749.3217;895.9687;250.6759;22.207258;6.82839;1.8480582;1.3534042;0.6470445;0.90031433;0.99949914;0.0;0
269.8359;576.7647;227.1135;17.706257;4.8476486;0.3524943;1.9264919;0.60835683;1.3870234;0.84446985;0.0;0
937.445;612.3326;949.0957;7.0939913;3.4056969;0.26606593;1.4829772;1.2836938;1.1515529;1.1802533;0.0;0
248.56087;684.79474;127.62841;32.857204;6.8413734;0.054071072;0.24481305;1.1798606;1.3102096;0.8360825;0.0;0
131.53035;131.18475;311.76627;32.68328;6.612179;0.3530988;1.7811768;0.5617096;0.7041412;0.95063394;0.0;0
832.8016;678.17786;476.76248;30.346876;5.8330975;1.6297656;1.6789714;0.6290875;1.3278499;0.7740172;0.0;0
161.75148;881.55133;10.445031;59.359974;5.2890024;1.6298395;0.38615465;1.041699;0.028080294;0.761274;0.0;0
187.47563;974.47864;921.74365;75.17906;7.0603414;1.0854996;1.8693423;1.6923591;0.53386796;1.1147882;0.0;0
603.389;448.6215;108.107605;93.7829;4.03634;0.6737933;1.4310571;0.26118782;0.25596368;0.8538714;0.0;0
875.8164;351.0598;685.6459;9.495603;0.6969948;1.615493;1.5678065;1.4542187;0.9159733;1.0503955;0.0;0
204.47032;755.7765;632.57684;15.123145;5.3791704;0.39808035;0.92368793;1.9913917;0.30018795;1.1117022;0.0;0
317.22043;547.44556;810.9732;59.02527;7.237321;0.28830945;0.40936056;1.5019684;1.0992684;0.9958933;0.0;0
779.6308;264.7316;654.87384;9.903746;2.9986074;0.18752833;1.6002194;0.88872653;0.36952344;1.0782157;0.0;0
972.10815;180.43631;771.69354;37.13935;1.4161038;1.7041386;0.9601111;1.4660324;0.8343867;0.87057424;0.0;0
505.73376;178.528;427.03613;62.492767;9.119293;1.4325376;1.9351864;1.722766;0.1577008;1.158931;0.0;0
152.45853;464.58527;493.81744;78.07645;8.638859;1.2529267;0.3151357;1.5393152;0.88556075;0.853117;0.0;0
23.796925;178.42316;704.6455;21.83817;6.188158;1.4576602;0.71725297;0.03538743;1.6178868;1.0453068;0.0;0
237.35947;29.521755;572.74243;66.83176;7.8682055;0.2955226;1.4737387;0.2716721;0.6406335;1.1679317;0.0;0
140.504;61.567886;516.42316;64.62238;9.688365;0.7757303;1.1488404;0.22321379;1.4155703;1.1466002;0.0;0
680.8821;930.5857;213.50282;85.975655;5.696897;1.6300893;0.8722174;0.07333363;0.8577123;0.7756349;0.0;0
130.61418;82.23173;265.5272;31.443375;2.449375;1.8343633;1.4062049;1.4319007;0.47608155;0.93359125;0.0;0
511.26663;82.44888;364.91226;75.03418;6.3917317;1.0310603;1.4693686;0.54207313;0.6139224;1.1762893;0.0;0
697.3198;456.67657;19.191542;75.224785;9.1467905;0.25290227;1.158825;1.4466937;0.61213076;1.1754701;0.0;0
585.3054;252.64928;423.18982;23.995535;6.9045806;1.9572495;0.6450158;1.3355359;1.487334;1.0682046;0.0;0
207.7779;963.0669;12.740791;62.153667;0.27214152;0.7961068;1.2413313;1.0519862;0.40986255;0.8042656;0.0;0
806.08325;911.876;569.3653;67.54869;9.172154;0.6447994;1.0950326;0.12883131;1.9557654;0.95213366;0.0;0
718.25305;410.69583;706.98846;27.515398;7.5392156;0.24878192;1.5973355;0.6175594;1.3780937;1.230576;0.0;0
741.5942;454.2442;566.52716;45.23482;4.024292;0.035132945;1.310381;0.063958354;0.80829734;0.8032693;0.0;0
139.74718;381.36252;696.5848;43.634193;9.875044;1.2113099;0.9985758;1.8209403;1.996028;1.1507016;0.0;0
132.51627;47.487457;10.013037;77.373604;7.2195764;1.2287377;0.047222365;0.6241809;0.44018137;0.9589104;0.0;0
928.2869;299.91837;68.84756;0.16905646;8.256156;0.47613987;0.34221125;0.1989496;1.5281934;1.1223705;0.0;0
403.60242;131.44673;701.47784;50.152557;9.432234;0.33235365;0.6798226;0.015011052;0.5491644;0.77715564;0.0;0
307.9392;111.34663;804.87115;18.515648;0.40538886;1.0607375;1.2067435;1.2269102;1.0916933;0.75515723;0.0;0
493.6982;565.2529;720.52454;64.71951;7.7464542;0.87645966;1.5867939;1.2457284;0.11829852;0.9003142;0.0;0
666.2356;107.77721;666.38214;68.06885;3.8696008;0.6142715;1.9203087;1.9899013;1.6944537;1.1850898;0.0;0
956.067;111.90201;710.30884;50.162537;8.6920595;0.4442834;1.2036127;0.5843323;0.7386423;1.0898999;0.0;0
293.58176;485.7086;742.19403;54.248753;8.79017;1.7200186;1.4603995;0.102585144;1.1731279;1.0559119;0.0;0
925.56036;447.85953;727.1337;31.574312;8.287898;1.9678177;1.246668;1.5609709;1.8552948;1.2488397;0.0;0
34.610897;146.25844;740.6284;31.400936;7.794214;0.7176077;0.86625266;0.6161181;0.07019098;0.92364794;0.0;0
559.64606;14.404534;83.27951;74.53719;7.9448857;1.3992803;1.2232566;0.6680115;1.9363548;1.1751261;0.0;0
637.6354;201.0447;72.63884;13.259964;2.9725595;1.7324389;0.8073392;1.8163913;1.0551069;0.8048327;0.0;0
114.83843;243.53333;367.50876;77.17318;4.0712166;0.06360419;0.9127424;1.1549869;1.5636857;0.8353633;0.0;0
148.9362;802.246;532.32074;65.53582;1.1593983;1.8170491;1.8228978;0.8066958;0.9513591;0.98904836;0.0;0
424.9232;916.284;764.99286;88.45902;8.30761;1.0033065;1.1320807;1.9016099;1.6336565;1.2297397;0.0;0
966.5696;411.88495;341.36075;26.088455;6.463605;1.117931;0.20981778;0.5379294;1.762312;1.1017014;0.0;0
600.08215;410.97647;282.3659;50.667286;6.13104;1.084348;1.0522937;0.052741043;0.76953137;0.8062651;0.0;0
