[-];[-];[m];
30.602602;1.1266843;0.0;0
57.926167;1.2180238;0.0;0
17.68551;0.8083519;0.0;0
85.662865;1.2131958;0.0;0
75.85437;1.0507338;0.0;0
71.949104;1.1333508;0.0;0
43.214985;0.77688736;0.0;0
62.73461;1.003074;0.0;0
58.413956;1.0613148;0.0;0
64.98816;0.90341693;0.0;0
8.453588;0.9658251;0.0;0
41.586582;1.0271491;0.0;0
4.1710014;1.026274;0.0;0
49.40414;0.77093077;0.0;0
32.99282;0.96974087;0.0;0
14.460974;0.8569091;0.0;0
10.349263;1.2083476;0.0;0
58.76858;1.23829;0.0;0
17.06759;0.8998234;0.0;0
92.512764;0.8375927;0.0;0
58.110302;0.85975206;0.0;0
34.693512;0.9888761;0.0;0
59.09564;1.1872528;0.0;0
2.290159;1.0000181;0.0;0
95.85634;0.777696;0.0;0
48.23552;0.7699428;0.0;0
78.275696;0.8636955;0.0;0
8.282173;1.1713856;0.0;0
48.670967;1.0607402;0.0;0
49.075794;1.0314789;0.0;0
93.783264;0.9094848;0.0;0
57.17709;1.2147127;0.0;0
47.354206;0.9155891;0.0;0
26.704897;1.1674722;0.0;0
33.163586;1.1979518;0.0;0
52.072033;0.9916675;0.0;0
43.896755;1.1971446;0.0;0
2.170992;0.8884016;0.0;0
82.63093;1.0792167;0.0;0
89.61712;0.79398185;0.0;0
14.033506;0.9869671;0.0;0
55.408073;0.8586659;0.0;0
10.866488;0.78138167;0.0;0
67.22729;0.75186276;0.0;0
28.130566;0.91237605;0.0;0
65.94567;1.0447654;0.0;0
72.702194;0.9776152;0.0;0
76.867065;0.9008846;0.0;0
10.783017;1.2456;0.0;0
91.60203;1.2197626;0.0;0
23.029097;0.81282663;0.0;0
3.7508814;0.9575537;0.0;0
55.4897;1.0744234;0.0;0
37.09852;1.1167454;0.0;0
82.980675;0.93318605;0.0;0
80.827065;1.1231409;0.0;0
31.720718;0.812075;0.0;0
95.29041;0.9159063;0.0;0
29.098875;1.1082166;0.0;0
51.510563;1.0628414;0.0;0
25.603949;1.1686051;0.0;0
93.604996;0.7734285;0.0;0
16.469135;0.8371959;0.0;0
4.5006127;0.7742473;0.0;0
43.515354;0.8460571;0.0;0
99.23763;0.7521414;0.0;0
89.16881;1.0021051;0.0;0
74.86332;1.0141572;0.0;0
89.08034;1.0789459;0.0;0
89.345726;0.94245625;0.0;0
51.890648;0.75160384;0.0;0
31.599747;1.0869455;0.0;0
77.20352;0.77714556;0.0;0
66.16951;1.1830852;0.0;0
37.372036;0.76132697;0.0;0
9.455722;1.0152376;0.0;0
74.681496;1.197459;0.0;0
26.253428;1.0362448;0.0;0
93.681946;1.0542084;0.0;0
24.104649;1.0908054;0.0;0
12.284566;0.81120443;0.0;0
83.11295;1.0874635;0.0;0
15.336899;1.1901774;0.0;0
17.935038;1.2371104;0.0;0
59.942284;0.971526;0.0;0
87.45746;0.9222524;0.0;0
19.651503;1.1266549;0.0;0
31.039265;1.0214372;0.0;0
77.74271;0.87865233;0.0;0
97.18292;0.83607894;0.0;0
50.079113;0.83511513;0.0;0
14.398312;0.9795885;0.0;0
1.4034894;0.8350622;0.0;0
22.973307;0.75985944;0.0;0
13.190904;0.77604437;0.0;0
67.76909;1.2149422;0.0;0
12.192032;0.78648067;0.0;0
50.637928;0.78659034;0.0;0
69.4293;0.9755942;0.0;0
58.11585;0.87255013;0.0;0
19.985567;1.231347;0.0;0
80.41441;1.205493;0.0;0
71.54356;0.9523716;0.0;0
73.90101;0.9743658;0.0;0
13.114465;0.9375568;0.0;0
12.384143;0.76893306;0.0;0
92.75698;0.8964234;0.0;0
39.763844;0.81133676;0.0;0
30.10186;0.8011852;0.0;0
48.863518;1.0304308;0.0;0
66.289795;0.79938245;0.0;0
95.56277;0.8014657;0.0;0
28.651758;0.99025685;0.0;0
92.4816;0.97114116;0.0;0
2.4957006;0.8188174;0.0;0
55.524254;0.7522245;0.0;0
63.401173;0.8464872;0.0;0
10.598681;0.86794615;0.0;0
14.042557;1.1501242;0.0;0
41.91724;1.2077192;0.0;0
96.62353;0.9529722;0.0;0
59.608295;0.95251334;0.0;0
93.30299;1.1062406;0.0;0
80.43805;1.0634611;0.0;0
46.743484;0.8420701;0.0;0
78.4785;0.8038446;0.0;0
1.7935001;0.96880597;0.0;0
10.923308;1.0324142;0.0;0
82.944565;0.8193538;0.0;0
79.68374;0.8966367;0.0;0
23.271748;0.9029715;0.0;0
53.08165;0.8806491;0.0;0
60.605522;0.98038065;0.0;0
86.775215;1.0765318;0.0;0
60.314686;1.0046949;0.0;0
41.26303;0.8507283;0.0;0
37.424664;0.8014695;0.0;0
42.59395;1.1609353;0.0;0
65.19659;0.98965234;0.0;0
86.75039;0.7810696;0.0;0
45.39515;0.87906075;0.0;0
24.791477;1.1520169;0.0;0
23.67387;1.1258632;0.0;0
74.603966;1.1879083;0.0;0
81.658714;1.0510439;0.0;0
10.536756;0.96145296;0.0;0
6.6652203;0.9633175;0.0;0
59.447422;0.847;0.0;0
14.625863;1.0753995;0.0;0
82.46817;1.0425344;0.0;0
31.040363;0.8274322;0.0;0
14.395755;1.1928315;0.0;0
92.09784;0.9342341;0.0;0
16.561518;0.7748694;0.0;0
28.47916;0.9139405;0.0;0
15.369803;1.1849283;0.0;0
11.557852;1.2084783;0.0;0
2.1245902;0.9951992;0.0;0
5.548987;1.2281699;0.0;0
17.4724;1.1876209;0.0;0
5.3476596;1.1626153;0.0;0
59.11847;1.179855;0.0;0
68.074646;0.9409377;0.0;0
39.36911;1.1282345;0.0;0
31.80593;1.0386695;0.0;0
50.457577;1.109842;0.0;0
87.50175;0.83889306;0.0;0
85.114655;1.1156969;0.0;0
4.3570714;1.2287962;0.0;0
18.158026;0.90133166;0.0;0
23.68212;1.2430806;0.0;0
24.946264;0.939188;0.0;0
57.127552;0.84986174;0.0;0
41.63208;0.8061431;0.0;0
4.9349194;1.142481;0.0;0
37.36768;1.0274127;0.0;0
52.38006;0.90356565;0.0;0
10.176173;1.0542252;0.0;0
83.34752;0.9160506;0.0;0
5.205667;0.97417885;0.0;0
92.48494;1.1813321;0.0;0
9.920323;1.0840832;0.0;0
84.35906;1.1312009;0.0;0
90.26629;1.0417467;0.0;0
97.957275;1.245699;0.0;0
80.20457;0.870705;0.0;0
77.94996;0.8811456;0.0;0
64.2519;0.7962795;0.0;0
77.90185;1.0270097;0.0;0
13.463876;1.0566796;0.0;0
53.611443;1.1129808;0.0;0
51.427143;0.91772294;0.0;0
85.75864;0.75612843;0.0;0
46.28531;1.0661148;0.0;0
38.5151;1.2493477;0.0;0
63.95993;0.8972747;0.0;0
26.653667;0.8419672;0.0;0
13.985443;0.8908835;0.0;0
47.79295;0.96270776;0.0;0
41.694767;0.87545645;0.0;0
23.264668;0.92348003;0.0;0
36.757507;1.0691034;0.0;0
36.64558;0.922514;0.0;0
32.756283;0.94802946;0.0;0
37.952614;0.77001566;0.0;0
68.57748;1.2089713;0.0;0
29.69468;0.953443;0.0;0
94.88631;0.91407174;0.0;0
91.635635;0.7932421;0.0;0
48.096233;1.0670916;0.0;0
32.84284;1.1819124;0.0;0
53.548126;0.7705766;0.0;0
84.85757;0.82263625;0.0;0
65.26221;0.8231949;0.0;0
80.44114;1.0511374;0.0;0
53.2769;1.2106153;0.0;0
63.295433;0.96888417;0.0;0
28.82268;0.92190325;0.0;0
73.49197;1.1329204;0.0;0
20.248436;1.1212845;0.0;0
69.482864;0.8733781;0.0;0
86.0733;0.83041316;0.0;0
13.218963;0.928905;0.0;0
61.44183;1.1378016;0.0;0
9.518624;1.0975317;0.0;0
72.5743;1.0829269;0.0;0
8.458477;1.1647143;0.0;0
93.59462;0.8885652;0.0;0
13.749419;0.9198419;0.0;0
95.888435;0.7711697;0.0;0
80.09041;1.1843729;0.0;0
59.372265;1.0412148;0.0;0
78.26459;0.89906114;0.0;0
79.513535;0.78470826;0.0;0
94.60325;1.1117047;0.0;0
25.345802;1.1243688;0.0;0
59.01169;1.0830894;0.0;0
9.513969;0.8518905;0.0;0
61.620407;1.206608;0.0;0
17.137417;1.126579;0.0;0
56.499413;1.0788782;0.0;0
57.247326;1.075472;0.0;0
46.603855;1.2021788;0.0;0
52.267952;1.2141535;0.0;0
76.3947;1.0478187;0.0;0
79.926476;0.9583347;0.0;0
49.2204;0.931867;0.0;0
59.96335;1.1595395;0.0;0
93.12431;1.0723027;0.0;0
11.9821615;0.788633;0.0;0
11.719186;0.821093;0.0;0
8.780025;1.2000929;0.0;0
65.78975;1.1922491;0.0;0
41.866646;1.2259163;0.0;0
77.434395;0.9639255;0.0;0
67.12643;1.1420305;0.0;0
33.370438;1.1641126;0.0;0
89.83767;0.9078485;0.0;0
76.25559;0.82266885;0.0;0
27.06079;1.2485132;0.0;0
36.42556;0.7651096;0.0;0
31.450853;1.0486679;0.0;0
15.769588;1.0751061;0.0;0
14.7868595;1.0908947;0.0;0
93.61339;0.8778139;0.0;0
43.796024;1.1107897;0.0;0
38.33815;0.8581998;0.0;0
72.971275;1.1645191;0.0;0
55.303776;0.85955834;0.0;0
93.61464;1.098353;0.0;0
78.03235;1.1417067;0.0;0
47.94216;0.8444729;0.0;0
37.642185;0.8689932;0.0;0
98.66329;1.1395519;0.0;0
71.77885;0.7929995;0.0;0
95.11996;0.8453805;0.0;0
11.856673;0.97776544;0.0;0
85.05486;1.215091;0.0;0
63.711018;1.0309389;0.0;0
12.200949;0.9438389;0.0;0
58.829918;1.2391851;0.0;0
68.61278;0.98185563;0.0;0
1.2401456;0.9668675;0.0;0
45.437252;0.95582217;0.0;0
82.541695;0.90609;0.0;0
29.54295;0.9128474;0.0;0
45.86022;1.0939186;0.0;0
44.236988;0.7704178;0.0;0
30.19972;1.0909084;0.0;0
91.84501;0.85060227;0.0;0
78.13159;0.942104;0.0;0
11.067736;0.8232695;0.0;0
99.7035;1.0263755;0.0;0
87.92121;1.1146752;0.0;0
28.398005;0.9273278;0.0;0
83.69129;0.8317083;0.0;0
10.650889;0.8632528;0.0;0
99.910484;1.1590564;0.0;0
66.571815;0.88382435;0.0;0
65.016;1.1373513;0.0;0
9.053168;0.9155997;0.0;0
89.70437;0.84436625;0.0;0
2.9096603;1.1136543;0.0;0
24.090397;0.98427254;0.0;0
14.310758;0.76563865;0.0;0
77.67902;1.2299712;0.0;0
19.828442;0.82387674;0.0;0
91.06471;0.9267035;0.0;0
65.63034;0.9423973;0.0;0
3.6259093;0.994715;0.0;0
0.5529291;1.142722;0.0;0
5.1752753;0.75304514;0.0;0
60.59646;1.216236;0.0;0
80.15017;1.0729947;0.0;0
23.862896;1.2253244;0.0;0
84.94239;1.1586947;0.0;0
5.7326217;1.2139192;0.0;0
80.09837;1.0505003;0.0;0
92.780266;0.9286545;0.0;0
77.21312;0.971457;0.0;0
69.815094;1.0790162;0.0;0
83.799644;0.9634659;0.0;0
4.0247283;1.1158364;0.0;0
20.186193;0.795924;0.0;0
12.501119;1.1649933;0.0;0
50.458054;0.8520943;0.0;0
74.52136;1.2219738;0.0;0
63.004883;0.8277729;0.0;0
85.1146;0.8145821;0.0;0
15.529747;1.155938;0.0;0
73.46476;1.1593509;0.0;0
19.31222;1.1193798;0.0;0
27.083168;1.2302653;0.0;0
70.99337;0.8852698;0.0;0
98.020676;1.1633244;0.0;0
61.158245;0.92602026;0.0;0
5.4594865;1.0186993;0.0;0
61.634735;0.9728;0.0;0
4.244632;0.75292504;0.0;0
88.41573;1.0372311;0.0;0
70.96073;1.123753;0.0;0
17.321053;0.8372762;0.0;0
9.181184;1.215828;0.0;0
18.361488;1.0151998;0.0;0
98.002914;0.839123;0.0;0
45.861477;1.0729737;0.0;0
78.410255;0.84596133;0.0;0
63.64447;0.78176665;0.0;0
57.24559;1.0926576;0.0;0
14.521574;0.80534744;0.0;0
94.60298;0.80310875;0.0;0
30.14125;1.1199718;0.0;0
57.805943;0.7776011;0.0;0
69.9806;1.1548846;0.0;0
64.92683;1.1480744;0.0;0
94.060036;0.8206967;0.0;0
14.852414;1.0091903;0.0;0
50.84019;0.7983127;0.0;0
40.409397;1.0662856;0.0;0
47.42213;0.781465;0.0;0
11.93056;1.2222404;0.0;0
13.41812;0.8538654;0.0;0
27.814774;1.0914474;0.0;0
30.477413;0.8141457;0.0;0
42.796043;0.8547982;0.0;0
61.102646;0.97547483;0.0;0
63.466564;1.036548;0.0;0
41.18697;1.2494316;0.0;0
40.884224;0.7629631;0.0;0
21.770676;0.75015724;0.0;0
58.834743;0.92518353;0.0;0
31.71092;0.93307817;0.0;0
3.6156228;1.1919186;0.0;0
41.84582;1.2062913;0.0;0
47.418526;1.1902624;0.0;0
22.56703;0.82158935;0.0;0
57.25007;0.9560524;0.0;0
56.58153;1.1229426;0.0;0
70.2032;0.90630555;0.0;0
64.79837;1.081619;0.0;0
65.24678;0.86857146;0.0;0
31.628254;0.9117096;0.0;0
78.745346;1.1802149;0.0;0
54.918945;0.8752545;0.0;0
43.147507;1.232162;0.0;0
62.60499;0.90312976;0.0;0
36.07213;0.76176405;0.0;0
51.278797;0.87745047;0.0;0
73.6732;0.83560246;0.0;0
88.641426;1.0034134;0.0;0
92.10651;0.80635804;0.0;0
50.368256;1.0630244;0.0;0
52.03231;1.1874496;0.0;0
79.989044;0.93125945;0.0;0
31.451925;0.83424634;0.0;0
83.73986;0.9500125;0.0;0
49.419224;1.1429834;0.0;0
11.594514;1.0457438;0.0;0
7.215194;0.8005716;0.0;0
84.200905;1.0185935;0.0;0
5.566236;0.9840427;0.0;0
28.068338;0.9135561;0.0;0
33.419662;0.8050803;0.0;0
17.307714;1.240556;0.0;0
31.396198;0.83802164;0.0;0
74.27183;0.8463715;0.0;0
1.4781375;0.82279134;0.0;0
82.71907;1.0350965;0.0;0
85.656235;0.9718348;0.0;0
37.232433;0.87477857;0.0;0
15.369754;0.96471167;0.0;0
60.08803;1.0867609;0.0;0
11.976059;0.89085025;0.0;0
36.498287;1.2076229;0.0;0
95.84333;0.9031731;0.0;0
99.54649;0.8490895;0.0;0
77.21277;1.227284;0.0;0
31.10304;1.1552804;0.0;0
68.76963;0.9215688;0.0;0
70.54358;1.1707159;0.0;0
38.79029;1.0094072;0.0;0
64.09245;0.92337626;0.0;0
1.0826572;1.1698058;0.0;0
20.913675;1.1260825;0.0;0
52.51358;0.8989374;0.0;0
16.383493;1.0533392;0.0;0
16.599028;0.9346951;0.0;0
83.632065;0.750526;0.0;0
98.91341;1.2309079;0.0;0
55.601383;1.0248145;0.0;0
83.908585;1.0492163;0.0;0
99.032265;1.0499457;0.0;0
14.168173;1.0253208;0.0;0
44.83008;0.89502394;0.0;0
39.263348;1.2357881;0.0;0
8.014128;1.0608342;0.0;0
75.53546;1.0854607;0.0;0
43.383564;0.97739637;0.0;0
46.938;0.8939307;0.0;0
15.07579;0.78217447;0.0;0
18.100857;0.9251151;0.0;0
90.71129;0.8380487;0.0;0
4.4744625;1.0810441;0.0;0
23.2929;1.189502;0.0;0
29.213013;0.90137744;0.0;0
49.024853;0.9164413;0.0;0
58.64865;1.0851823;0.0;0
49.334064;0.82463574;0.0;0
8.420692;1.2147187;0.0;0
24.37431;0.9319234;0.0;0
84.360405;0.8005997;0.0;0
63.762493;0.837342;0.0;0
64.91841;1.2163731;0.0;0
67.02362;0.87355965;0.0;0
76.29267;1.0811344;0.0;0
5.820267;0.8280826;0.0;0
36.66717;0.84705085;0.0;0
53.957348;1.1896191;0.0;0
33.852264;0.82401663;0.0;0
84.44944;0.7593753;0.0;0
48.262424;1.0006166;0.0;0
76.865074;1.1813635;0.0;0
85.20303;0.9129955;0.0;0
50.4841;0.81408113;0.0;0
90.95613;1.2411155;0.0;0
58.716522;1.0883694;0.0;0
85.02893;1.1753453;0.0;0
34.065674;1.1260692;0.0;0
49.886707;1.0991211;0.0;0
53.14579;0.942282;0.0;0
10.506922;0.91217;0.0;0
39.861263;1.1084793;0.0;0
91.7346;1.1083565;0.0;0
63.086914;1.2252942;0.0;0
17.758883;1.0343299;0.0;0
33.892174;0.89731055;0.0;0
19.168385;0.9947644;0.0;0
2.492065;1.0568569;0.0;0
92.74677;0.9633649;0.0;0
44.826252;1.1455666;0.0;0
30.760431;1.0423067;0.0;0
59.851734;0.7547179;0.0;0
0.74137247;1.03492;0.0;0
27.809431;1.0668019;0.0;0
70.30631;1.2076306;0.0;0
63.38064;0.95686084;0.0;0
98.18078;1.0372338;0.0;0
62.039566;0.9874987;0.0;0
47.755814;1.0158283;0.0;0
76.145645;0.783652;0.0;0
90.333755;1.1986418;0.0;0
72.07239;1.2052062;0.0;0
96.32149;1.0240299;0.0;0
78.2027;1.0282778;0.0;0
86.68147;0.778778;0.0;0
11.419266;1.0489752;0.0;0
73.244026;0.9645759;0.0;0
44.01447;1.1045219;0.0;0
55.31485;0.77356243;0.0;0
65.4137;1.1054438;0.0;0
96.98181;0.8934469;0.0;0
98.45796;1.0758526;0.0;0
28.829943;1.063563;0.0;0
73.37801;0.8634207;0.0;0
75.000854;0.97022617;0.0;0
34.655823;1.1678166;0.0;0
12.395739;1.0527958;0.0;0
4.1042867;0.7843692;0.0;0
77.73654;0.97145444;0.0;0
48.97508;0.90588576;0.0;0
98.55416;1.0708228;0.0;0
46.502697;1.057282;0.0;0
97.791916;0.7551991;0.0;0
41.163483;1.0538478;0.0;0
79.37028;1.1174248;0.0;0
8.491079;1.134365;0.0;0
55.550617;0.7794879;0.0;0
80.207954;0.9018292;0.0;0
92.47092;0.9606368;0.0;0
82.260086;0.83988583;0.0;0
3.706703;0.96036696;0.0;0
37.27651;0.7855648;0.0;0
4.87936;0.8066086;0.0;0
10.937137;1.0843474;0.0;0
67.53381;0.8812862;0.0;0
71.32869;1.1057029;0.0;0
77.37433;0.7740543;0.0;0
86.547;1.0313516;0.0;0
73.945755;0.9457243;0.0;0
80.08915;1.1484857;0.0;0
4.9058814;1.1419758;0.0;0
23.46117;0.93777984;0.0;0
62.193558;1.061357;0.0;0
85.81395;0.8637744;0.0;0
0.4599675;1.0402035;0.0;0
51.46779;0.79063237;0.0;0
67.731964;0.96730214;0.0;0
2.9704328;0.84136385;0.0;0
40.14154;1.1916906;0.0;0
89.56453;0.97245044;0.0;0
67.164566;1.0453869;0.0;0
23.77346;0.9301909;0.0;0
85.27959;0.8943705;0.0;0
34.80966;0.8514599;0.0;0
85.33593;1.2059358;0.0;0
29.901375;1.149733;0.0;0
59.03612;0.8166306;0.0;0
39.70004;1.1233624;0.0;0
27.489758;0.9592654;0.0;0
88.65689;0.75769836;0.0;0
18.767492;1.0141836;0.0;0
8.490311;0.81502324;0.0;0
34.199276;0.8549672;0.0;0
71.76674;1.0980204;0.0;0
80.74509;0.87857103;0.0;0
99.87435;1.1959441;0.0;0
29.643242;1.0785849;0.0;0
40.800117;1.1661417;0.0;0
13.69076;1.0575948;0.0;0
57.491444;1.1844248;0.0;0
99.758026;0.93084234;0.0;0
70.091095;1.0245703;0.0;0
59.525333;1.0079452;0.0;0
39.242985;1.2018954;0.0;0
91.53072;0.8324577;0.0;0
49.69669;1.0390304;0.0;0
13.445348;1.1272156;0.0;0
36.544193;0.93502486;0.0;0
6.725995;1.1837908;0.0;0
20.205883;0.9365074;0.0;0
1.7767015;0.83665437;0.0;0
45.333458;1.0420241;0.0;0
63.45768;0.960284;0.0;0
34.33581;0.75759506;0.0;0
42.043972;0.7849193;0.0;0
95.92133;0.8476386;0.0;0
75.19879;1.134665;0.0;0
54.090256;1.1960198;0.0;0
28.461243;1.0228205;0.0;0
89.70071;0.8027827;0.0;0
23.51736;1.0172095;0.0;0
32.54102;1.1778027;0.0;0
90.907394;1.1247388;0.0;0
52.95891;0.89554906;0.0;0
74.234375;0.8119453;0.0;0
59.07857;1.2003409;0.0;0
65.34739;1.1770444;0.0;0
29.945335;0.7768577;0.0;0
24.144793;1.1618372;0.0;0
32.25601;0.79860634;0.0;0
15.552602;0.78164184;0.0;0
87.43269;1.1293005;0.0;0
28.331861;1.0181553;0.0;0
56.153324;0.957274;0.0;0
79.199524;1.2019311;0.0;0
78.384575;1.1696517;0.0;0
43.844242;0.77881175;0.0;0
47.63097;1.0580436;0.0;0
99.47023;1.1361337;0.0;0
67.463005;1.0252453;0.0;0
81.4657;1.2415028;0.0;0
90.25637;1.0930238;0.0;0
78.76111;0.8020715;0.0;0
18.526083;0.849149;0.0;0
56.22145;1.1631228;0.0;0
10.198397;1.2483784;0.0;0
65.295685;0.79916966;0.0;0
95.53539;0.80016464;0.0;0
51.27808;1.1316935;0.0;0
43.30292;0.78217715;0.0;0
3.5939167;0.78428006;0.0;0
95.97785;1.1944083;0.0;0
10.309238;1.1502249;0.0;0
4.1174984;1.1907816;0.0;0
24.6142;1.0752567;0.0;0
6.562388;0.91126823;0.0;0
45.517235;1.2031566;0.0;0
51.61362;0.8993618;0.0;0
31.263868;0.8877554;0.0;0
5.105539;1.1932002;0.0;0
11.1689205;1.0904113;0.0;0
38.456593;1.197836;0.0;0
6.0622396;0.82795066;0.0;0
69.82199;1.2261484;0.0;0
20.709984;1.0563711;0.0;0
30.214136;1.0840175;0.0;0
39.418636;1.2070303;0.0;0
41.666798;0.94037646;0.0;0
0.17605416;1.1097875;0.0;0
11.215917;1.0701703;0.0;0
86.27783;1.1438763;0.0;0
0.13329393;1.1984714;0.0;0
50.821655;1.0900304;0.0;0
48.955307;0.7838198;0.0;0
33.316086;0.8415702;0.0;0
43.13839;1.2269892;0.0;0
78.06031;1.2343253;0.0;0
84.121956;1.2337067;0.0;0
26.042252;0.7683997;0.0;0
32.255817;0.9412241;0.0;0
24.255861;1.1298363;0.0;0
47.991543;1.1264429;0.0;0
68.329;0.79295444;0.0;0
22.833006;1.0547445;0.0;0
33.080265;0.8214348;0.0;0
93.03916;0.9966047;0.0;0
4.866443;0.8698428;0.0;0
46.08235;0.7765806;0.0;0
71.15869;0.79000974;0.0;0
15.053897;1.2054465;0.0;0
4.746928;1.122323;0.0;0
13.829155;1.215912;0.0;0
91.88313;0.98499495;0.0;0
0.9358856;0.95664626;0.0;0
18.840315;0.9292036;0.0;0
3.1380384;1.0581535;0.0;0
11.07184;0.9257797;0.0;0
62.018726;1.1231366;0.0;0
24.171474;1.1506586;0.0;0
56.925514;1.1879222;0.0;0
59.023636;0.8714005;0.0;0
84.94504;1.0135111;0.0;0
0.48409188;0.8617223;0.0;0
85.33841;0.7687779;0.0;0
61.915718;1.1039127;0.0;0
16.28272;1.0244906;0.0;0
77.29601;1.1119636;0.0;0
85.5506;0.79381144;0.0;0
25.433805;1.247763;0.0;0
91.88018;1.2471743;0.0;0
45.4512;0.9824999;0.0;0
60.346413;1.1830294;0.0;0
98.4651;0.87178427;0.0;0
36.159992;1.1187831;0.0;0
81.3178;1.189613;0.0;0
31.846727;1.1573331;0.0;0
79.92336;1.155887;0.0;0
60.077385;0.9815133;0.0;0
21.643406;1.159995;0.0;0
41.40847;1.0953524;0.0;0
31.770388;0.8162257;0.0;0
7.8200583;0.8070922;0.0;0
2.9931786;1.135961;0.0;0
34.6544;1.0627321;0.0;0
1.9132245;1.009688;0.0;0
16.557121;1.2036309;0.0;0
72.52108;1.0797951;0.0;0
70.81204;0.9480734;0.0;0
73.86065;0.9569659;0.0;0
31.722145;1.0526222;0.0;0
89.003044;1.1301377;0.0;0
59.387115;1.0321766;0.0;0
12.611374;1.0043805;0.0;0
14.380429;1.1134504;0.0;0
69.312614;1.1026323;0.0;0
17.302664;1.1651734;0.0;0
50.734196;0.78127587;0.0;0
99.17753;1.1274761;0.0;0
0.4107204;1.0068803;0.0;0
1.6678144;0.78734654;0.0;0
99.308525;1.089505;0.0;0
58.468037;1.10827;0.0;0
12.699728;1.0118136;0.0;0
89.73125;1.1468995;0.0;0
88.03922;0.9001241;0.0;0
53.62468;0.85095364;0.0;0
62.182983;0.925367;0.0;0
27.325987;0.95502526;0.0;0
5.0614643;1.0979668;0.0;0
59.460815;1.17276;0.0;0
29.482573;1.1104591;0.0;0
66.36547;0.83699375;0.0;0
83.62615;0.93310857;0.0;0
1.8258728;0.8292069;0.0;0
59.57542;1.0933621;0.0;0
23.13574;0.87408596;0.0;0
